MME_ID,Timestamp,Vendor,MM_AttachedUEs,MM_AttachAtt,MM_AttachSucc,CPU_Load,Paging_Attempts,MM_TAU_Att,MM_TAU_Succ,S6a_AuthInfoReq,S6a_AuthInfoSucc
MME_Norte_02,2025-09-13 04:15:00,Nokia,2048,226,215,49.48617071631347,54,59,99,265,230
MME_Norte_02,2025-09-13 04:30:00,Nokia,1706,184,179,32.74864481458313,58,79,82,204,184
MME_Norte_02,2025-09-13 04:45:00,Nokia,1585,157,147,51.24466784539282,57,75,93,161,158
MME_Norte_02,2025-09-13 05:00:00,Nokia,2150,235,225,42.37472006586316,57,118,96,255,228
MME_Norte_02,2025-09-13 05:15:00,Nokia,1821,204,189,43.320853768596685,73,70,79,237,207
MME_Norte_02,2025-09-13 05:30:00,Nokia,2113,195,186,36.34483450409082,69,101,99,214,184
MME_Norte_02,2025-09-13 05:45:00,Nokia,1761,193,177,46.265844782767,91,95,83,216,185
MME_Norte_02,2025-09-13 06:00:00,Nokia,2782,292,274,48.80669327222359,119,127,136,318,298
MME_Norte_02,2025-09-13 06:15:00,Nokia,2356,230,219,43.7035925091707,103,124,116,240,221
MME_Norte_02,2025-09-13 06:30:00,Nokia,2537,286,269,48.79896925095386,122,121,122,322,274
MME_Norte_02,2025-09-13 06:45:00,Nokia,2649,265,255,53.70652941117799,165,158,142,287,267
MME_Norte_02,2025-09-13 07:00:00,Nokia,3212,298,280,46.571873248226,146,162,144,351,295
MME_Norte_02,2025-09-13 07:15:00,Nokia,2219,250,224,31.164524454227266,103,119,99,268,234
MME_Norte_02,2025-09-13 07:30:00,Nokia,2957,306,291,48.08411554140528,141,137,153,339,299
MME_Norte_02,2025-09-13 07:45:00,Nokia,2406,237,225,50.466593638752315,74,112,112,247,243
MME_Norte_02,2025-09-13 08:00:00,Nokia,4024,413,397,58.9935182304595,159,196,188,457,420
MME_Norte_02,2025-09-13 08:15:00,Nokia,3292,321,291,49.22669540159058,119,169,159,352,313
MME_Norte_02,2025-09-13 08:30:00,Nokia,2974,313,302,48.29388614307507,197,148,145,341,311
MME_Norte_02,2025-09-13 08:45:00,Nokia,2987,281,254,53.369486691485584,115,155,135,318,248
MME_Norte_02,2025-09-13 09:00:00,Nokia,2786,274,258,54.999758440667954,96,154,139,308,273
MME_Norte_02,2025-09-13 09:15:00,Nokia,3783,419,398,56.54508500576281,125,189,186,442,415
MME_Norte_02,2025-09-13 09:30:00,Nokia,3226,340,317,53.48919027173524,144,174,147,380,322
MME_Norte_02,2025-09-13 09:45:00,Nokia,3644,389,378,53.522983563109236,164,177,174,430,392
MME_Norte_02,2025-09-13 10:00:00,Nokia,2405,243,230,43.205377687656494,93,104,125,268,240
MME_Norte_02,2025-09-13 10:15:00,Nokia,2644,259,248,57.15201855676042,123,137,126,292,270
MME_Norte_02,2025-09-13 10:30:00,Nokia,3564,356,327,59.86963445241388,112,168,161,381,348
MME_Norte_02,2025-09-13 10:45:00,Nokia,3009,289,279,44.93715899037846,110,147,141,327,291
MME_Norte_02,2025-09-13 11:00:00,Nokia,2241,224,210,49.93439337705081,103,110,105,243,236
MME_Norte_02,2025-09-13 11:15:00,Nokia,2640,276,265,42.705796527303015,125,129,126,315,265
MME_Norte_02,2025-09-13 11:30:00,Nokia,2300,231,219,42.663017600232884,110,112,97,243,238
MME_Norte_02,2025-09-13 11:45:00,Nokia,2443,264,247,39.33487050020872,139,118,108,290,253
MME_Norte_02,2025-09-13 12:00:00,Nokia,2517,242,225,49.47630688917249,100,122,128,250,245
MME_Norte_02,2025-09-13 12:15:00,Nokia,3529,302,292,56.58254817846215,136,180,167,343,322
MME_Norte_02,2025-09-13 12:30:00,Nokia,3463,349,339,58.65750251191723,143,198,168,377,354
MME_Norte_02,2025-09-13 12:45:00,Nokia,3260,291,273,60.42236272363441,150,161,154,313,284
MME_Norte_02,2025-09-13 13:00:00,Nokia,3195,309,301,53.54619088911512,113,161,152,348,308
MME_Norte_02,2025-09-13 13:15:00,Nokia,3135,301,279,55.08223180597227,121,160,168,331,292
MME_Norte_02,2025-09-13 13:30:00,Nokia,3517,355,319,60.01346132014509,143,167,173,385,331
MME_Norte_02,2025-09-13 13:45:00,Nokia,4018,367,361,56.193652428400576,200,205,200,408,380
MME_Norte_02,2025-09-13 14:00:00,Nokia,2628,220,211,42.44659790159214,64,119,117,250,222
MME_Norte_02,2025-09-13 14:15:00,Nokia,2153,212,205,38.5463143161435,106,94,102,241,209
MME_Norte_02,2025-09-13 14:30:00,Nokia,2291,225,222,41.88110142198509,95,110,103,244,222
MME_Norte_02,2025-09-13 14:45:00,Nokia,2414,242,224,38.8369976855926,105,113,116,271,238
MME_Norte_02,2025-09-13 15:00:00,Nokia,1887,169,161,41.51350341714574,71,103,97,171,170
MME_Norte_02,2025-09-13 15:15:00,Nokia,2013,185,175,43.213592054289165,105,111,91,195,185
MME_Norte_02,2025-09-13 15:30:00,Nokia,2063,205,192,49.40681571760324,154,128,97,242,207
MME_Norte_02,2025-09-13 15:45:00,Nokia,3024,257,248,48.7009666477901,121,137,152,282,266
MME_Norte_02,2025-09-13 16:00:00,Nokia,2176,225,215,44.10594688725572,121,91,106,248,225
MME_Norte_02,2025-09-13 16:15:00,Nokia,2584,240,224,39.903063757382235,101,135,135,249,231
MME_Norte_02,2025-09-13 16:30:00,Nokia,2203,199,191,37.08973806688878,67,110,121,236,199
MME_Norte_02,2025-09-13 16:45:00,Nokia,2804,286,286,49.46565708047516,83,151,140,312,284
MME_Norte_02,2025-09-13 17:00:00,Nokia,3620,346,334,64.84994998138191,156,189,178,378,356
MME_Norte_02,2025-09-13 17:15:00,Nokia,2282,229,208,35.415991966589,112,119,118,239,224
MME_Norte_02,2025-09-13 17:30:00,Nokia,3158,321,310,48.38530397704073,129,154,144,348,315
MME_Norte_02,2025-09-13 17:45:00,Nokia,2542,267,247,35.83843856580823,71,119,129,270,285
MME_Norte_02,2025-09-13 18:00:00,Nokia,3296,359,340,57.030252873249175,139,161,161,407,342
MME_Norte_02,2025-09-13 18:15:00,Nokia,3061,318,312,49.07269500172506,129,146,147,351,323
MME_Norte_02,2025-09-13 18:30:00,Nokia,3968,407,383,57.74497630570522,179,196,189,452,414
MME_Norte_02,2025-09-13 18:45:00,Nokia,2773,293,273,52.08851444402697,103,145,140,331,275
MME_Norte_02,2025-09-13 19:00:00,Nokia,3404,352,337,64.76749304075412,160,169,157,375,357
MME_Norte_02,2025-09-13 19:15:00,Nokia,2729,285,273,48.998200311841416,141,135,137,327,271
MME_Norte_02,2025-09-13 19:30:00,Nokia,3160,329,317,54.89700924541204,132,149,160,369,330
MME_Norte_02,2025-09-13 19:45:00,Nokia,4209,397,370,59.430484794068704,166,198,207,447,379
MME_Norte_02,2025-09-13 20:00:00,Nokia,3525,387,366,63.24328150943134,146,186,162,432,377
MME_Norte_02,2025-09-13 20:15:00,Nokia,3123,332,320,50.47092499140634,148,158,154,358,317
MME_Norte_02,2025-09-13 20:30:00,Nokia,3353,309,291,47.60476824685485,151,158,165,349,320
MME_Norte_02,2025-09-13 20:45:00,Nokia,3754,381,367,57.079446846140534,149,185,183,419,386
MME_Norte_02,2025-09-13 21:00:00,Nokia,3176,344,333,66.80590505426348,136,179,146,378,358
MME_Norte_02,2025-09-13 21:15:00,Nokia,3476,355,332,56.71007402586659,176,174,177,374,346
MME_Norte_02,2025-09-13 21:30:00,Nokia,3068,341,325,47.88098849929644,142,139,144,374,327
MME_Norte_02,2025-09-13 21:45:00,Nokia,3224,326,305,53.40477874477002,140,176,148,360,316
MME_Norte_02,2025-09-13 22:00:00,Nokia,1556,138,133,35.28499340145597,61,79,70,141,142
MME_Norte_02,2025-09-13 22:15:00,Nokia,1869,219,210,37.592655594074294,78,77,96,243,223
MME_Norte_02,2025-09-13 22:30:00,Nokia,1631,162,156,43.41034146781465,90,81,84,171,164
MME_Norte_02,2025-09-13 22:45:00,Nokia,1837,186,178,37.435212722855674,74,97,90,214,202
MME_Norte_02,2025-09-13 23:00:00,Nokia,1750,173,161,28.467789594985483,65,101,94,179,182
MME_Norte_02,2025-09-13 23:15:00,Nokia,1911,232,211,33.94451378072941,103,92,98,244,202
MME_Norte_02,2025-09-13 23:30:00,Nokia,1618,140,131,37.118648794074595,69,85,80,148,125
MME_Norte_02,2025-09-13 23:45:00,Nokia,2266,236,214,48.064278366205976,123,99,89,249,218
MME_Norte_02,2025-09-14 00:00:00,Nokia,1619,168,156,27.739098161012308,95,64,80,186,160
MME_Norte_02,2025-09-14 00:15:00,Nokia,1549,129,120,29.368372268277184,48,91,65,114,123
MME_Norte_02,2025-09-14 00:30:00,Nokia,1527,133,126,33.98732003752974,76,84,77,143,142
MME_Norte_02,2025-09-14 00:45:00,Nokia,1710,159,149,41.838173629779426,82,95,80,172,141
MME_Norte_02,2025-09-14 01:00:00,Nokia,976,93,85,32.815839100018806,97,28,38,116,94
MME_Norte_02,2025-09-14 01:15:00,Nokia,1601,166,160,31.61967134778714,91,81,87,178,172
MME_Norte_02,2025-09-14 01:30:00,Nokia,2225,234,226,52.62863932391556,106,103,98,259,227
MME_Norte_02,2025-09-14 01:45:00,Nokia,1827,188,176,47.185219763523946,55,92,97,213,192
MME_Norte_02,2025-09-14 02:00:00,Nokia,1732,146,136,41.18883278936619,91,76,71,167,141
MME_Norte_02,2025-09-14 02:15:00,Nokia,1780,146,136,34.170265515384685,71,75,86,147,145
MME_Norte_02,2025-09-14 02:30:00,Nokia,1863,191,182,51.32419638870981,99,83,86,215,201
MME_Norte_02,2025-09-14 02:45:00,Nokia,1878,200,187,44.91400564082185,76,102,94,223,208
MME_Norte_02,2025-09-14 03:00:00,Nokia,1651,171,162,42.14386765573625,68,78,72,194,162
MME_Norte_02,2025-09-14 03:15:00,Nokia,2224,229,212,41.65591774080417,118,121,113,257,224
MME_Norte_02,2025-09-14 03:30:00,Nokia,1453,110,104,49.80771069317834,42,65,63,118,105
MME_Norte_02,2025-09-14 03:45:00,Nokia,1702,204,191,38.7149855386636,82,80,75,226,201
MME_Norte_02,2025-09-14 04:00:00,Nokia,1560,154,149,31.901464459944265,113,79,60,149,149
MME_Norte_02,2025-09-14 04:15:00,Nokia,1530,134,129,39.09987943595936,92,76,59,151,131
MME_Norte_02,2025-09-14 04:30:00,Nokia,2126,202,193,25.740080932595205,102,106,98,222,179
MME_Norte_02,2025-09-14 04:45:00,Nokia,1735,165,157,39.11918280014192,70,94,72,186,163
MME_Norte_02,2025-09-14 05:00:00,Nokia,1605,142,137,38.29415503520989,125,83,86,156,131
MME_Norte_02,2025-09-14 05:15:00,Nokia,1895,230,221,39.44132372593304,58,112,89,251,228
MME_Norte_02,2025-09-14 05:30:00,Nokia,1523,156,140,25.296287452701268,84,95,76,167,150
MME_Norte_02,2025-09-14 05:45:00,Nokia,1901,192,180,34.23536136817866,84,80,88,225,199
MME_Norte_02,2025-09-14 06:00:00,Nokia,2809,282,265,44.877321713097956,131,125,143,316,254
MME_Norte_02,2025-09-14 06:15:00,Nokia,2554,233,227,43.84131225751558,119,138,126,240,239
MME_Norte_02,2025-09-14 06:30:00,Nokia,3254,309,305,48.33607500003861,135,154,150,335,311
MME_Norte_02,2025-09-14 06:45:00,Nokia,2288,235,225,36.2416059848198,113,110,100,270,239
MME_Norte_02,2025-09-14 07:00:00,Nokia,2998,264,246,56.44727943578641,123,150,147,294,254
MME_Norte_02,2025-09-14 07:15:00,Nokia,2611,267,257,52.44884656112974,83,122,121,285,271
MME_Norte_02,2025-09-14 07:30:00,Nokia,2133,192,186,37.201424576030234,92,113,107,205,171
MME_Norte_02,2025-09-14 07:45:00,Nokia,2343,232,221,42.0639681563045,137,124,103,262,227
MME_Norte_02,2025-09-14 08:00:00,Nokia,3862,388,371,63.6287902682904,140,197,183,417,388
MME_Norte_02,2025-09-14 08:15:00,Nokia,2817,245,234,46.83807536654296,112,148,142,270,244
MME_Norte_02,2025-09-14 08:30:00,Nokia,2887,296,269,57.23719665580524,144,157,139,327,266
MME_Norte_02,2025-09-14 08:45:00,Nokia,3561,379,366,45.427382682987556,125,186,167,396,379
MME_Norte_02,2025-09-14 09:00:00,Nokia,3067,339,321,50.31206546036054,122,164,157,377,337
MME_Norte_02,2025-09-14 09:15:00,Nokia,4087,387,361,58.82500205894519,181,187,190,437,382
MME_Norte_02,2025-09-14 09:30:00,Nokia,3477,352,338,56.5172804269156,163,179,167,386,350
MME_Norte_02,2025-09-14 09:45:00,Nokia,3401,324,301,58.02949489959734,97,162,160,340,316
MME_Norte_02,2025-09-14 10:00:00,Nokia,2347,255,242,53.83127895839901,115,123,118,291,246
MME_Norte_02,2025-09-14 10:15:00,Nokia,3294,321,310,56.29764406354547,113,161,157,361,321
MME_Norte_02,2025-09-14 10:30:00,Nokia,2304,248,232,34.710150648438834,98,101,108,260,244
MME_Norte_02,2025-09-14 10:45:00,Nokia,2922,273,255,43.684213667660686,112,147,140,310,248
MME_Norte_02,2025-09-14 11:00:00,Nokia,2754,278,263,40.45295124417325,119,158,130,293,270
MME_Norte_02,2025-09-14 11:15:00,Nokia,2719,284,283,32.65391977615249,102,122,116,313,299
MME_Norte_02,2025-09-14 11:30:00,Nokia,1627,184,177,41.357016617695834,84,75,80,198,180
MME_Norte_02,2025-09-14 11:45:00,Nokia,3310,338,326,58.46435562470198,137,160,163,357,362
MME_Norte_02,2025-09-14 12:00:00,Nokia,3257,309,292,64.96864943621334,123,152,156,325,296
MME_Norte_02,2025-09-14 12:15:00,Nokia,3454,343,332,57.36020292593996,158,176,165,368,361
MME_Norte_02,2025-09-14 12:30:00,Nokia,3565,343,339,59.68038936479326,161,201,152,374,357
MME_Norte_02,2025-09-14 12:45:00,Nokia,3919,404,374,62.101453855327776,170,197,183,445,391
MME_Norte_02,2025-09-14 13:00:00,Nokia,4107,383,364,58.21830218130237,160,189,202,428,391
MME_Norte_02,2025-09-14 13:15:00,Nokia,3407,320,308,49.41780748609429,169,187,156,347,312
MME_Norte_02,2025-09-14 13:30:00,Nokia,3242,328,323,46.52069000307309,137,156,155,366,336
MME_Norte_02,2025-09-14 13:45:00,Nokia,3731,387,361,48.35977066761802,162,195,179,435,391
MME_Norte_02,2025-09-14 14:00:00,Nokia,1957,173,165,38.49460105815568,79,104,95,183,164
MME_Norte_02,2025-09-14 14:15:00,Nokia,1940,175,164,31.528849653901062,90,107,104,218,172
MME_Norte_02,2025-09-14 14:30:00,Nokia,2854,276,258,50.585012994706204,102,157,133,317,268
MME_Norte_02,2025-09-14 14:45:00,Nokia,2529,263,241,45.686623325161555,93,127,125,279,257
MME_Norte_02,2025-09-14 15:00:00,Nokia,2869,267,258,46.91489083706229,124,170,150,301,270
MME_Norte_02,2025-09-14 15:15:00,Nokia,3264,313,303,50.87064876536299,112,149,165,339,319
MME_Norte_02,2025-09-14 15:30:00,Nokia,2655,260,253,47.24294000310431,145,127,120,285,263
MME_Norte_02,2025-09-14 15:45:00,Nokia,2580,268,254,43.65649526828236,107,126,123,306,263
MME_Norte_02,2025-09-14 16:00:00,Nokia,2620,243,230,45.16290162200657,119,125,139,265,229
MME_Norte_02,2025-09-14 16:15:00,Nokia,2837,269,258,51.91620128443483,134,135,127,294,262
MME_Norte_02,2025-09-14 16:30:00,Nokia,2235,233,225,37.9743946941811,125,116,110,275,225
MME_Norte_02,2025-09-14 16:45:00,Nokia,2515,247,226,46.291926435115634,160,113,127,287,243
MME_Norte_02,2025-09-14 17:00:00,Nokia,2937,311,293,51.93737755213539,170,145,139,325,303
MME_Norte_02,2025-09-14 17:15:00,Nokia,2878,262,252,49.91704131547871,128,160,126,282,269
MME_Norte_02,2025-09-14 17:30:00,Nokia,2641,259,249,52.81239782216848,94,127,126,296,248
MME_Norte_02,2025-09-14 17:45:00,Nokia,2896,286,275,49.828922574485105,133,168,145,309,307
MME_Norte_02,2025-09-14 18:00:00,Nokia,3731,367,342,65.24142689153719,133,183,188,395,358
MME_Norte_02,2025-09-14 18:15:00,Nokia,3812,404,377,49.387330761884556,143,184,189,463,390
MME_Norte_02,2025-09-14 18:30:00,Nokia,3293,306,286,50.23110316885487,154,152,163,348,298
MME_Norte_02,2025-09-14 18:45:00,Nokia,3411,357,341,58.00472568773503,105,173,165,406,360
MME_Norte_02,2025-09-14 19:00:00,Nokia,3743,380,372,52.127871249739414,178,191,163,424,396
MME_Norte_02,2025-09-14 19:15:00,Nokia,3463,339,338,55.29618007075373,128,176,168,390,362
MME_Norte_02,2025-09-14 19:30:00,Nokia,4145,409,369,62.33278208844068,168,207,197,453,393
MME_Norte_02,2025-09-14 19:45:00,Nokia,3373,329,309,57.064761453479676,164,174,165,365,319
MME_Norte_02,2025-09-14 20:00:00,Nokia,4239,397,375,65.3499209199605,172,214,199,448,387
MME_Norte_02,2025-09-14 20:15:00,Nokia,3727,365,345,64.68326095401369,168,182,168,406,370
MME_Norte_02,2025-09-14 20:30:00,Nokia,2926,295,277,55.23191763743842,133,154,138,327,276
MME_Norte_02,2025-09-14 20:45:00,Nokia,3163,310,304,47.08127225204717,137,152,139,351,321
MME_Norte_02,2025-09-14 21:00:00,Nokia,3555,364,341,57.49076252168626,153,184,170,415,342
MME_Norte_02,2025-09-14 21:15:00,Nokia,3238,325,313,53.74389821549945,184,161,153,365,319
MME_Norte_02,2025-09-14 21:30:00,Nokia,3160,297,271,50.411743695132365,134,159,142,332,300
MME_Norte_02,2025-09-14 21:45:00,Nokia,3578,368,354,48.165032463058736,160,184,166,412,361
MME_Norte_02,2025-09-14 22:00:00,Nokia,1727,173,164,39.18251353530833,41,74,88,201,182
MME_Norte_02,2025-09-14 22:15:00,Nokia,1918,206,201,47.368742439645416,67,105,108,214,215
MME_Norte_02,2025-09-14 22:30:00,Nokia,1851,186,178,37.185226417075995,72,94,95,190,183
MME_Norte_02,2025-09-14 22:45:00,Nokia,1795,152,147,37.55504673836279,73,97,81,162,154
MME_Norte_02,2025-09-14 23:00:00,Nokia,1725,184,174,49.34333600546112,92,85,83,200,187
MME_Norte_02,2025-09-14 23:15:00,Nokia,1490,189,183,40.02461903447439,53,78,80,207,184
MME_Norte_02,2025-09-14 23:30:00,Nokia,1558,100,96,38.64621812981132,84,83,75,96,113
MME_Norte_02,2025-09-14 23:45:00,Nokia,1876,185,177,42.01311284117678,70,91,69,199,180
MME_Norte_02,2025-09-15 00:00:00,Nokia,1710,165,156,40.516911036118856,94,101,79,160,166
MME_Norte_02,2025-09-15 00:15:00,Nokia,1776,143,138,35.69064019383912,83,87,89,160,153
MME_Norte_02,2025-09-15 00:30:00,Nokia,1789,155,144,32.3258176184615,76,105,74,169,141
MME_Norte_02,2025-09-15 00:45:00,Nokia,2493,257,241,48.60978754284776,65,136,111,263,252
MME_Norte_02,2025-09-15 01:00:00,Nokia,2588,263,252,48.09388605770251,124,135,125,287,271
MME_Norte_02,2025-09-15 01:15:00,Nokia,2194,256,242,38.86842356385153,91,115,95,291,256
MME_Norte_02,2025-09-15 01:30:00,Nokia,2163,249,236,31.349029622451805,121,114,85,282,236
MME_Norte_02,2025-09-15 01:45:00,Nokia,1888,207,196,34.90907568273524,68,98,87,214,211
MME_Norte_02,2025-09-15 02:00:00,Nokia,1868,186,183,33.60675812001681,75,99,95,204,183
MME_Norte_02,2025-09-15 02:15:00,Nokia,2570,268,253,43.25199561293576,140,141,121,296,261
MME_Norte_02,2025-09-15 02:30:00,Nokia,1815,190,183,44.148069496207455,94,80,95,195,202
MME_Norte_02,2025-09-15 02:45:00,Nokia,2013,213,205,43.191482076213916,71,102,91,255,213
MME_Norte_02,2025-09-15 03:00:00,Nokia,2543,234,227,42.82361367093854,121,123,123,255,252
MME_Norte_02,2025-09-15 03:15:00,Nokia,2281,189,182,42.893930507432046,108,121,94,211,194
MME_Norte_02,2025-09-15 03:30:00,Nokia,1799,170,160,36.713168821000444,93,97,91,194,175
MME_Norte_02,2025-09-15 03:45:00,Nokia,1861,189,181,46.315632590258325,91,83,81,217,191
MME_Norte_02,2025-09-15 04:00:00,Nokia,1659,171,163,38.68097142197844,78,85,67,189,164
MME_Norte_02,2025-09-15 04:15:00,Nokia,1945,199,181,38.08317260035202,111,90,81,215,190
MME_Norte_02,2025-09-15 04:30:00,Nokia,2439,232,214,39.3761271248655,97,134,123,256,221
MME_Norte_02,2025-09-15 04:45:00,Nokia,1264,109,102,34.86847617748881,91,45,67,128,102
MME_Norte_02,2025-09-15 05:00:00,Nokia,1846,126,124,46.99435625035951,88,72,77,129,129
MME_Norte_02,2025-09-15 05:15:00,Nokia,1854,191,180,36.72731481590835,36,92,89,214,186
MME_Norte_02,2025-09-15 05:30:00,Nokia,1844,187,176,39.40718693458172,73,99,88,192,191
MME_Norte_02,2025-09-15 05:45:00,Nokia,1912,187,173,39.2268140626445,55,82,98,202,179
MME_Norte_02,2025-09-15 06:00:00,Nokia,3202,317,302,53.994454694462654,147,172,165,337,314
MME_Norte_02,2025-09-15 06:15:00,Nokia,2752,277,260,41.39511923551219,88,152,145,286,271
MME_Norte_02,2025-09-15 06:30:00,Nokia,3026,290,278,55.74684594053934,91,145,146,318,295
MME_Norte_02,2025-09-15 06:45:00,Nokia,2697,242,230,49.61573851820767,144,138,141,262,240
MME_Norte_02,2025-09-15 07:00:00,Nokia,3034,306,287,54.52700550539926,154,158,151,358,306
MME_Norte_02,2025-09-15 07:15:00,Nokia,4048,430,425,68.3829227131263,147,199,192,457,443
MME_Norte_02,2025-09-15 07:30:00,Nokia,3050,330,312,42.07720369251313,147,134,160,376,315
MME_Norte_02,2025-09-15 07:45:00,Nokia,2212,193,180,37.171517108227334,106,115,113,204,187
MME_Norte_02,2025-09-15 08:00:00,Nokia,3495,356,348,54.67337863062467,125,172,173,404,367
MME_Norte_02,2025-09-15 08:15:00,Nokia,4355,424,404,60.058634908070296,201,224,214,478,416
MME_Norte_02,2025-09-15 08:30:00,Nokia,3989,394,385,64.21659527195321,140,189,199,446,393
MME_Norte_02,2025-09-15 08:45:00,Nokia,3926,403,388,65.3040823121734,186,177,191,434,405
MME_Norte_02,2025-09-15 09:00:00,Nokia,3490,319,290,45.37661130393406,125,190,171,342,298
MME_Norte_02,2025-09-15 09:15:00,Nokia,5261,511,514,69.79086910306356,235,271,257,554,525
MME_Norte_02,2025-09-15 09:30:00,Nokia,3730,384,364,54.78255931800515,125,178,181,428,385
MME_Norte_02,2025-09-15 09:45:00,Nokia,3609,368,351,58.96233436846663,189,164,168,399,361
MME_Norte_02,2025-09-15 10:00:00,Nokia,2948,327,307,50.333670470071795,117,155,141,356,321
MME_Norte_02,2025-09-15 10:15:00,Nokia,2968,294,286,53.34037947249687,170,139,146,316,300
MME_Norte_02,2025-09-15 10:30:00,Nokia,2878,270,254,60.788008720096435,138,143,144,281,260
MME_Norte_02,2025-09-15 10:45:00,Nokia,3032,347,329,58.458876995933224,129,150,167,375,341
MME_Norte_02,2025-09-15 11:00:00,Nokia,3546,339,327,54.72177907975967,147,170,177,369,335
MME_Norte_02,2025-09-15 11:15:00,Nokia,3003,292,281,55.454711559380556,144,166,138,330,298
MME_Norte_02,2025-09-15 11:30:00,Nokia,2320,225,208,39.55164002345275,102,113,118,235,214
MME_Norte_02,2025-09-15 11:45:00,Nokia,3516,320,311,50.3761488808255,119,164,173,352,326
MME_Norte_02,2025-09-15 12:00:00,Nokia,4700,498,473,65.22419858587271,168,228,217,555,485
MME_Norte_02,2025-09-15 12:15:00,Nokia,2559,240,222,43.29137753733352,137,130,106,266,227
MME_Norte_02,2025-09-15 12:30:00,Nokia,3338,361,337,57.43860823204069,131,155,149,395,349
MME_Norte_02,2025-09-15 12:45:00,Nokia,4229,462,437,60.98035352700944,164,218,205,502,461
MME_Norte_02,2025-09-15 13:00:00,Nokia,3109,329,328,59.20534280875799,171,132,152,368,345
MME_Norte_02,2025-09-15 13:15:00,Nokia,4595,438,412,63.97890822223085,195,244,219,501,427
MME_Norte_02,2025-09-15 13:30:00,Nokia,2856,325,305,48.61068297604335,174,155,146,343,314
MME_Norte_02,2025-09-15 13:45:00,Nokia,4015,439,433,57.63089075654603,167,211,191,485,463
MME_Norte_02,2025-09-15 14:00:00,Nokia,2997,319,305,48.04824361302703,120,146,150,342,321
MME_Norte_02,2025-09-15 14:15:00,Nokia,2952,282,260,54.615206596903356,153,142,153,320,279
MME_Norte_02,2025-09-15 14:30:00,Nokia,2845,280,269,53.93875215709554,122,139,140,301,275
MME_Norte_02,2025-09-15 14:45:00,Nokia,3924,395,377,58.9959742941657,145,184,184,429,389
MME_Norte_02,2025-09-15 15:00:00,Nokia,2496,228,223,42.7296988112361,140,125,125,259,223
MME_Norte_02,2025-09-15 15:15:00,Nokia,3296,300,282,56.799322582622715,156,154,162,319,293
MME_Norte_02,2025-09-15 15:30:00,Nokia,3186,286,270,53.86134069362893,117,135,153,327,275
MME_Norte_02,2025-09-15 15:45:00,Nokia,3657,354,336,57.8911819582834,128,193,181,382,342
MME_Norte_02,2025-09-15 16:00:00,Nokia,3251,360,337,54.53522801701016,135,149,172,387,359
MME_Norte_02,2025-09-15 16:15:00,Nokia,3699,314,292,60.63148074406818,172,193,179,335,305
MME_Norte_02,2025-09-15 16:30:00,Nokia,3264,290,280,47.33457978531383,150,163,167,329,295
MME_Norte_02,2025-09-15 16:45:00,Nokia,3442,332,313,49.03684343588086,161,179,164,363,326
MME_Norte_02,2025-09-15 17:00:00,Nokia,3542,352,331,58.30443202994525,129,172,170,386,360
MME_Norte_02,2025-09-15 17:15:00,Nokia,3118,286,267,53.08195983515917,134,155,151,333,279
MME_Norte_02,2025-09-15 17:30:00,Nokia,2470,274,253,53.53500641684812,95,124,119,311,266
MME_Norte_02,2025-09-15 17:45:00,Nokia,3444,343,325,49.97382146113754,123,166,169,369,357
MME_Norte_02,2025-09-15 18:00:00,Nokia,3758,347,326,67.78355518817212,168,211,168,389,330
MME_Norte_02,2025-09-15 18:15:00,Nokia,3836,404,388,57.84849327763204,173,190,184,449,398
MME_Norte_02,2025-09-15 18:30:00,Nokia,3925,404,390,64.94349117402456,197,197,189,443,408
MME_Norte_02,2025-09-15 18:45:00,Nokia,3924,401,367,56.82852407181842,155,196,183,452,381
MME_Norte_02,2025-09-15 19:00:00,Nokia,4571,469,448,62.56419229776342,201,235,216,525,457
MME_Norte_02,2025-09-15 19:15:00,Nokia,3267,377,365,42.040957889995845,153,175,161,404,380
MME_Norte_02,2025-09-15 19:30:00,Nokia,3929,424,396,51.47501761287234,159,199,179,445,410
MME_Norte_02,2025-09-15 19:45:00,Nokia,4744,476,451,74.43253881590475,180,226,227,537,466
MME_Norte_02,2025-09-15 20:00:00,Nokia,3906,389,362,60.509341007638646,189,198,177,432,377
MME_Norte_02,2025-09-15 20:15:00,Nokia,5095,517,493,71.24399451803401,197,248,242,564,506
MME_Norte_02,2025-09-15 20:30:00,Nokia,3385,374,353,48.57806204408145,111,160,160,419,367
MME_Norte_02,2025-09-15 20:45:00,Nokia,2762,267,252,55.44882624709007,155,136,133,287,273
MME_Norte_02,2025-09-15 21:00:00,Nokia,3463,303,287,50.0086224427266,112,183,172,322,296
MME_Norte_02,2025-09-15 21:15:00,Nokia,3811,373,357,65.06413112186907,184,199,185,394,378
MME_Norte_02,2025-09-15 21:30:00,Nokia,3359,322,304,61.072069136524405,160,209,176,362,316
MME_Norte_02,2025-09-15 21:45:00,Nokia,4417,421,407,72.2257497349584,227,222,210,470,413
MME_Norte_02,2025-09-15 22:00:00,Nokia,1555,143,138,31.60575337676202,74,78,67,165,140
MME_Norte_02,2025-09-15 22:15:00,Nokia,2078,194,186,52.0464960558727,63,94,95,220,194
MME_Norte_02,2025-09-15 22:30:00,Nokia,2221,252,242,35.89086877469073,137,113,116,290,259
MME_Norte_02,2025-09-15 22:45:00,Nokia,1962,148,140,42.619057614624225,76,77,93,158,143
