SMF_ID,Timestamp,SM_PduSessEstabAtt,SM_PduSessEstabSucc,SM_ActivePDUSessions,N4_SessEstabReq,N4_SessEstabSucc
SMF_Norte_01,2025-09-15 14:30:00,256,245,1151,273,248
SMF_Norte_01,2025-09-15 14:45:00,300,290,1339,312,295
SMF_Norte_01,2025-09-15 15:00:00,227,224,1469,239,236
SMF_Norte_01,2025-09-15 15:15:00,334,326,1404,367,343
SMF_Norte_01,2025-09-15 15:30:00,390,379,2025,411,398
SMF_Norte_01,2025-09-15 15:45:00,278,266,1236,303,278
SMF_Norte_01,2025-09-15 16:00:00,253,250,1409,284,254
SMF_Norte_01,2025-09-15 16:15:00,316,304,1604,342,316
SMF_Norte_01,2025-09-15 16:30:00,283,277,1313,332,296
SMF_Norte_01,2025-09-15 16:45:00,391,374,1877,413,400
SMF_Norte_01,2025-09-15 17:00:00,338,322,1639,388,346
SMF_Norte_01,2025-09-15 17:15:00,252,236,1314,273,252
SMF_Norte_01,2025-09-15 17:30:00,238,230,1377,258,239
SMF_Norte_01,2025-09-15 17:45:00,326,318,1841,376,327
SMF_Norte_01,2025-09-15 18:00:00,343,328,1969,391,347
SMF_Norte_01,2025-09-15 18:15:00,360,351,1739,395,360
SMF_Norte_01,2025-09-15 18:30:00,420,412,2058,472,429
SMF_Norte_01,2025-09-15 18:45:00,441,421,2157,473,449
SMF_Norte_01,2025-09-15 19:00:00,324,312,1784,354,316
SMF_Norte_01,2025-09-15 19:15:00,384,363,1675,427,380
SMF_Norte_01,2025-09-15 19:30:00,400,388,2098,445,398
SMF_Norte_01,2025-09-15 19:45:00,435,407,2044,481,417
SMF_Norte_01,2025-09-15 20:00:00,271,257,1279,292,269
SMF_Norte_01,2025-09-15 20:15:00,296,284,1768,338,313
SMF_Norte_01,2025-09-15 20:30:00,355,348,1855,392,369
SMF_Norte_01,2025-09-15 20:45:00,392,382,1811,435,400
SMF_Norte_01,2025-09-15 21:00:00,435,424,1840,474,440
SMF_Norte_01,2025-09-15 21:15:00,437,424,2311,474,442
SMF_Norte_01,2025-09-15 21:30:00,325,314,1693,333,331
SMF_Norte_01,2025-09-15 21:45:00,392,364,1972,428,380
SMF_Norte_01,2025-09-15 22:00:00,187,183,947,212,193
SMF_Norte_01,2025-09-15 22:15:00,151,150,1208,144,169
SMF_Norte_01,2025-09-15 22:30:00,179,173,862,202,168
SMF_Norte_01,2025-09-15 22:45:00,150,147,862,160,139
SMF_Norte_01,2025-09-15 23:00:00,180,174,917,180,178
SMF_Norte_01,2025-09-15 23:15:00,216,211,1058,229,221
SMF_Norte_01,2025-09-15 23:30:00,233,229,1031,258,243
SMF_Norte_01,2025-09-15 23:45:00,185,184,752,196,201
SMF_Norte_01,2025-09-16 00:00:00,135,131,735,150,135
SMF_Norte_01,2025-09-16 00:15:00,268,263,1320,299,263
SMF_Norte_01,2025-09-16 00:30:00,187,183,1042,201,188
SMF_Norte_01,2025-09-16 00:45:00,172,161,748,188,186
SMF_Norte_01,2025-09-16 01:00:00,191,188,930,229,194
SMF_Norte_01,2025-09-16 01:15:00,172,168,756,197,164
SMF_Norte_01,2025-09-16 01:30:00,146,136,533,149,140
SMF_Norte_01,2025-09-16 01:45:00,154,150,649,185,148
SMF_Norte_01,2025-09-16 02:00:00,184,178,985,188,186
SMF_Norte_01,2025-09-16 02:15:00,162,156,734,185,160
SMF_Norte_01,2025-09-16 02:30:00,231,222,962,261,229
SMF_Norte_01,2025-09-16 02:45:00,139,135,715,152,139
SMF_Norte_01,2025-09-16 03:00:00,226,216,1089,233,235
SMF_Norte_01,2025-09-16 03:15:00,180,175,779,199,187
SMF_Norte_01,2025-09-16 03:30:00,199,188,884,211,201
SMF_Norte_01,2025-09-16 03:45:00,182,178,945,207,195
SMF_Norte_01,2025-09-16 04:00:00,262,246,1335,277,261
SMF_Norte_01,2025-09-16 04:15:00,220,216,959,251,240
SMF_Norte_01,2025-09-16 04:30:00,151,149,951,157,160
SMF_Norte_01,2025-09-16 04:45:00,153,145,911,186,161
SMF_Norte_01,2025-09-16 05:00:00,170,163,894,197,164
SMF_Norte_01,2025-09-16 05:15:00,183,177,911,233,189
SMF_Norte_01,2025-09-16 05:30:00,154,149,649,196,165
SMF_Norte_01,2025-09-16 05:45:00,128,126,591,137,141
SMF_Norte_01,2025-09-16 06:00:00,240,234,1344,269,254
SMF_Norte_01,2025-09-16 06:15:00,304,290,1725,338,304
SMF_Norte_01,2025-09-16 06:30:00,205,199,1254,239,200
SMF_Norte_01,2025-09-16 06:45:00,255,248,1233,262,254
SMF_Norte_01,2025-09-16 07:00:00,340,329,1502,372,347
SMF_Norte_01,2025-09-16 07:15:00,310,298,1518,352,304
SMF_Norte_01,2025-09-16 07:30:00,344,339,1692,378,361
SMF_Norte_01,2025-09-16 07:45:00,313,300,1602,352,323
SMF_Norte_01,2025-09-16 08:00:00,523,511,2522,577,536
SMF_Norte_01,2025-09-16 08:15:00,388,380,2095,430,394
SMF_Norte_01,2025-09-16 08:30:00,353,341,1765,384,352
SMF_Norte_01,2025-09-16 08:45:00,345,336,1829,384,355
SMF_Norte_01,2025-09-16 09:00:00,356,341,1773,412,356
SMF_Norte_01,2025-09-16 09:15:00,418,408,2156,449,436
SMF_Norte_01,2025-09-16 09:30:00,403,389,2090,435,414
SMF_Norte_01,2025-09-16 09:45:00,359,353,1833,385,359
SMF_Norte_01,2025-09-16 10:00:00,275,267,1582,299,291
SMF_Norte_01,2025-09-16 10:15:00,253,243,1063,263,254
SMF_Norte_01,2025-09-16 10:30:00,230,225,1252,253,230
SMF_Norte_01,2025-09-16 10:45:00,229,222,1401,257,230
SMF_Norte_01,2025-09-16 11:00:00,261,250,1249,278,267
SMF_Norte_01,2025-09-16 11:15:00,263,257,1471,276,273
SMF_Norte_01,2025-09-16 11:30:00,337,341,1662,355,358
SMF_Norte_01,2025-09-16 11:45:00,167,161,1005,179,169
SMF_Norte_01,2025-09-16 12:00:00,311,295,1882,346,311
SMF_Norte_01,2025-09-16 12:15:00,362,352,2106,401,363
SMF_Norte_01,2025-09-16 12:30:00,332,334,1473,362,344
SMF_Norte_01,2025-09-16 12:45:00,385,369,1862,413,385
SMF_Norte_01,2025-09-16 13:00:00,326,319,1934,362,334
SMF_Norte_01,2025-09-16 13:15:00,311,306,1633,354,332
SMF_Norte_01,2025-09-16 13:30:00,295,289,1511,335,308
SMF_Norte_01,2025-09-16 13:45:00,420,404,2108,453,423
SMF_Norte_01,2025-09-16 14:00:00,350,346,1517,383,354
SMF_Norte_01,2025-09-16 14:15:00,283,276,1307,298,283
SMF_Norte_01,2025-09-16 14:30:00,194,187,1119,211,192
SMF_Norte_01,2025-09-16 14:45:00,328,318,1565,366,342
SMF_Norte_01,2025-09-16 15:00:00,181,176,1042,188,175
SMF_Norte_01,2025-09-16 15:15:00,235,223,1317,253,233
SMF_Norte_01,2025-09-16 15:30:00,323,313,1648,352,334
SMF_Norte_01,2025-09-16 15:45:00,180,173,1258,208,179
SMF_Norte_01,2025-09-16 16:00:00,293,285,1379,308,310
SMF_Norte_01,2025-09-16 16:15:00,312,301,1688,336,313
SMF_Norte_01,2025-09-16 16:30:00,260,245,947,285,258
SMF_Norte_01,2025-09-16 16:45:00,254,244,1248,268,243
SMF_Norte_01,2025-09-16 17:00:00,217,210,1151,231,226
SMF_Norte_01,2025-09-16 17:15:00,293,278,1305,315,282
SMF_Norte_01,2025-09-16 17:30:00,395,374,1792,436,392
SMF_Norte_01,2025-09-16 17:45:00,295,293,1464,332,308
SMF_Norte_01,2025-09-16 18:00:00,494,481,2455,543,495
SMF_Norte_01,2025-09-16 18:15:00,389,379,2017,443,396
SMF_Norte_01,2025-09-16 18:30:00,447,433,2433,493,452
SMF_Norte_01,2025-09-16 18:45:00,337,330,1503,368,348
SMF_Norte_01,2025-09-16 19:00:00,463,452,2481,537,471
SMF_Norte_01,2025-09-16 19:15:00,418,404,1988,445,413
SMF_Norte_01,2025-09-16 19:30:00,475,469,2371,521,492
SMF_Norte_01,2025-09-16 19:45:00,353,342,1679,382,359
SMF_Norte_01,2025-09-16 20:00:00,359,350,1730,398,371
SMF_Norte_01,2025-09-16 20:15:00,275,270,1376,301,276
SMF_Norte_01,2025-09-16 20:30:00,391,387,1922,420,414
SMF_Norte_01,2025-09-16 20:45:00,277,270,1324,324,301
SMF_Norte_01,2025-09-16 21:00:00,396,390,1922,442,406
SMF_Norte_01,2025-09-16 21:15:00,284,274,1548,311,293
SMF_Norte_01,2025-09-16 21:30:00,454,456,2340,496,459
SMF_Norte_01,2025-09-16 21:45:00,363,358,1915,409,382
SMF_Norte_01,2025-09-16 22:00:00,268,267,1211,300,288
SMF_Norte_01,2025-09-16 22:15:00,147,142,783,179,155
SMF_Norte_01,2025-09-16 22:30:00,213,209,1099,236,215
SMF_Norte_01,2025-09-16 22:45:00,176,167,745,186,168
SMF_Norte_01,2025-09-16 23:00:00,169,162,890,180,168
SMF_Norte_01,2025-09-16 23:15:00,89,86,693,118,82
SMF_Norte_01,2025-09-16 23:30:00,157,155,805,168,154
SMF_Norte_01,2025-09-16 23:45:00,180,176,882,201,200
SMF_Norte_01,2025-09-17 00:00:00,203,203,1193,225,216
SMF_Norte_01,2025-09-17 00:15:00,150,146,858,151,156
SMF_Norte_01,2025-09-17 00:30:00,145,137,797,163,131
SMF_Norte_01,2025-09-17 00:45:00,117,114,697,111,113
SMF_Norte_01,2025-09-17 01:00:00,167,161,946,170,160
SMF_Norte_01,2025-09-17 01:15:00,191,178,685,208,185
SMF_Norte_01,2025-09-17 01:30:00,96,94,706,108,96
SMF_Norte_01,2025-09-17 01:45:00,173,166,1196,193,172
SMF_Norte_01,2025-09-17 02:00:00,240,225,976,247,250
SMF_Norte_01,2025-09-17 02:15:00,216,208,968,243,226
SMF_Norte_01,2025-09-17 02:30:00,250,239,1118,273,255
SMF_Norte_01,2025-09-17 02:45:00,139,132,901,134,147
SMF_Norte_01,2025-09-17 03:00:00,216,212,1029,246,227
SMF_Norte_01,2025-09-17 03:15:00,173,171,1039,174,182
SMF_Norte_01,2025-09-17 03:30:00,163,154,949,169,153
SMF_Norte_01,2025-09-17 03:45:00,151,146,638,165,143
SMF_Norte_01,2025-09-17 04:00:00,264,257,1295,288,276
SMF_Norte_01,2025-09-17 04:15:00,245,239,1247,262,246
SMF_Norte_01,2025-09-17 04:30:00,169,168,881,192,175
SMF_Norte_01,2025-09-17 04:45:00,183,176,953,203,187
SMF_Norte_01,2025-09-17 05:00:00,190,181,1067,221,170
SMF_Norte_01,2025-09-17 05:15:00,245,238,1188,257,247
SMF_Norte_01,2025-09-17 05:30:00,162,152,816,171,153
SMF_Norte_01,2025-09-17 05:45:00,199,191,1076,211,195
SMF_Norte_01,2025-09-17 06:00:00,314,307,1587,351,317
SMF_Norte_01,2025-09-17 06:15:00,230,218,1363,264,214
SMF_Norte_01,2025-09-17 06:30:00,278,276,1447,303,280
SMF_Norte_01,2025-09-17 06:45:00,312,303,1368,340,325
SMF_Norte_01,2025-09-17 07:00:00,365,354,1824,393,350
SMF_Norte_01,2025-09-17 07:15:00,311,304,1488,356,319
SMF_Norte_01,2025-09-17 07:30:00,337,329,1574,366,341
SMF_Norte_01,2025-09-17 07:45:00,307,299,1543,328,309
SMF_Norte_01,2025-09-17 08:00:00,454,448,2250,503,472
SMF_Norte_01,2025-09-17 08:15:00,414,409,1927,452,426
SMF_Norte_01,2025-09-17 08:30:00,391,382,1989,433,404
SMF_Norte_01,2025-09-17 08:45:00,427,419,2026,481,443
SMF_Norte_01,2025-09-17 09:00:00,298,286,1603,333,310
SMF_Norte_01,2025-09-17 09:15:00,410,394,1882,426,417
SMF_Norte_01,2025-09-17 09:30:00,255,244,1401,286,255
SMF_Norte_01,2025-09-17 09:45:00,385,376,1808,420,408
SMF_Norte_01,2025-09-17 10:00:00,263,255,1539,301,270
SMF_Norte_01,2025-09-17 10:15:00,227,218,1316,253,229
SMF_Norte_01,2025-09-17 10:30:00,242,236,1354,260,252
SMF_Norte_01,2025-09-17 10:45:00,294,289,1537,331,307
SMF_Norte_01,2025-09-17 11:00:00,369,367,1970,409,382
SMF_Norte_01,2025-09-17 11:15:00,348,339,1713,389,366
SMF_Norte_01,2025-09-17 11:30:00,248,243,1291,260,258
SMF_Norte_01,2025-09-17 11:45:00,308,297,1630,353,311
SMF_Norte_01,2025-09-17 12:00:00,440,421,2166,481,426
SMF_Norte_01,2025-09-17 12:15:00,300,290,1583,339,310
SMF_Norte_01,2025-09-17 12:30:00,402,394,1969,446,417
SMF_Norte_01,2025-09-17 12:45:00,415,405,2034,442,408
SMF_Norte_01,2025-09-17 13:00:00,471,459,2176,520,477
SMF_Norte_01,2025-09-17 13:15:00,457,443,2311,508,458
SMF_Norte_01,2025-09-17 13:30:00,366,350,1691,397,358
SMF_Norte_01,2025-09-17 13:45:00,368,365,1985,402,379
SMF_Norte_01,2025-09-17 14:00:00,381,368,1840,433,381
SMF_Norte_01,2025-09-17 14:15:00,246,237,1422,272,240
SMF_Norte_01,2025-09-17 14:30:00,254,242,1307,268,266
SMF_Norte_01,2025-09-17 14:45:00,289,278,1530,321,293
SMF_Norte_01,2025-09-17 15:00:00,263,251,1098,304,256
SMF_Norte_01,2025-09-17 15:15:00,282,273,1166,303,285
SMF_Norte_01,2025-09-17 15:30:00,361,346,1863,395,360
SMF_Norte_01,2025-09-17 15:45:00,159,154,1206,170,158
SMF_Norte_01,2025-09-17 16:00:00,221,216,1143,232,234
SMF_Norte_01,2025-09-17 16:15:00,177,171,931,205,179
SMF_Norte_01,2025-09-17 16:30:00,370,357,1607,407,376
SMF_Norte_01,2025-09-17 16:45:00,346,342,1705,376,357
SMF_Norte_01,2025-09-17 17:00:00,269,265,1421,305,277
SMF_Norte_01,2025-09-17 17:15:00,386,375,1776,427,396
SMF_Norte_01,2025-09-17 17:30:00,249,246,1398,272,260
SMF_Norte_01,2025-09-17 17:45:00,304,297,1297,342,310
SMF_Norte_01,2025-09-17 18:00:00,272,265,1279,317,269
SMF_Norte_01,2025-09-17 18:15:00,352,349,2065,380,354
SMF_Norte_01,2025-09-17 18:30:00,388,385,2065,421,412
SMF_Norte_01,2025-09-17 18:45:00,335,322,1637,364,336
SMF_Norte_01,2025-09-17 19:00:00,414,395,2258,461,410
SMF_Norte_01,2025-09-17 19:15:00,293,281,1427,332,302
SMF_Norte_01,2025-09-17 19:30:00,253,246,1264,279,262
SMF_Norte_01,2025-09-17 19:45:00,468,442,2343,518,461
SMF_Norte_01,2025-09-17 20:00:00,402,389,2118,449,416
SMF_Norte_01,2025-09-17 20:15:00,359,356,1804,406,375
SMF_Norte_01,2025-09-17 20:30:00,422,405,2200,466,439
SMF_Norte_01,2025-09-17 20:45:00,431,406,2197,481,424
SMF_Norte_01,2025-09-17 21:00:00,380,370,1613,421,399
SMF_Norte_01,2025-09-17 21:15:00,321,310,1647,342,317
SMF_Norte_01,2025-09-17 21:30:00,376,366,1767,412,384
SMF_Norte_01,2025-09-17 21:45:00,290,281,1595,304,303
SMF_Norte_01,2025-09-17 22:00:00,124,120,630,141,125
SMF_Norte_01,2025-09-17 22:15:00,184,174,832,202,187
SMF_Norte_01,2025-09-17 22:30:00,184,179,1018,190,196
SMF_Norte_01,2025-09-17 22:45:00,132,128,811,141,131
SMF_Norte_01,2025-09-17 23:00:00,118,114,642,128,121
SMF_Norte_01,2025-09-17 23:15:00,102,97,871,123,80
SMF_Norte_01,2025-09-17 23:30:00,204,195,889,230,203
SMF_Norte_01,2025-09-17 23:45:00,163,161,758,179,173
SMF_Norte_01,2025-09-18 00:00:00,162,156,821,186,166
SMF_Norte_01,2025-09-18 00:15:00,174,170,837,210,160
SMF_Norte_01,2025-09-18 00:30:00,187,184,878,203,179
SMF_Norte_01,2025-09-18 00:45:00,108,103,619,122,100
SMF_Norte_01,2025-09-18 01:00:00,278,266,1031,294,283
SMF_Norte_01,2025-09-18 01:15:00,100,97,927,119,91
SMF_Norte_01,2025-09-18 01:30:00,269,258,1185,301,266
SMF_Norte_01,2025-09-18 01:45:00,193,187,986,202,196
SMF_Norte_01,2025-09-18 02:00:00,192,182,875,199,199
SMF_Norte_01,2025-09-18 02:15:00,199,189,1155,215,202
SMF_Norte_01,2025-09-18 02:30:00,139,136,644,157,154
SMF_Norte_01,2025-09-18 02:45:00,172,164,911,185,180
SMF_Norte_01,2025-09-18 03:00:00,150,141,757,159,149
SMF_Norte_01,2025-09-18 03:15:00,282,266,1142,323,283
SMF_Norte_01,2025-09-18 03:30:00,208,198,1052,217,213
SMF_Norte_01,2025-09-18 03:45:00,210,208,1090,241,230
SMF_Norte_01,2025-09-18 04:00:00,182,178,1004,211,188
SMF_Norte_01,2025-09-18 04:15:00,203,193,740,231,206
SMF_Norte_01,2025-09-18 04:30:00,247,239,1237,281,250
SMF_Norte_01,2025-09-18 04:45:00,174,169,1045,177,190
SMF_Norte_01,2025-09-18 05:00:00,218,212,1033,263,215
SMF_Norte_01,2025-09-18 05:15:00,198,194,1022,219,209
SMF_Norte_01,2025-09-18 05:30:00,203,196,1249,227,187
SMF_Norte_01,2025-09-18 05:45:00,178,171,886,204,189
SMF_Norte_01,2025-09-18 06:00:00,255,246,1361,278,246
SMF_Norte_01,2025-09-18 06:15:00,298,291,1398,323,307
SMF_Norte_01,2025-09-18 06:30:00,255,248,1357,276,264
SMF_Norte_01,2025-09-18 06:45:00,215,205,909,223,209
SMF_Norte_01,2025-09-18 07:00:00,223,213,1135,248,218
SMF_Norte_01,2025-09-18 07:15:00,264,254,1152,296,259
SMF_Norte_01,2025-09-18 07:30:00,118,116,757,116,123
SMF_Norte_01,2025-09-18 07:45:00,263,252,1391,282,251
SMF_Norte_01,2025-09-18 08:00:00,334,326,1852,369,338
SMF_Norte_01,2025-09-18 08:15:00,418,407,1975,453,418
SMF_Norte_01,2025-09-18 08:30:00,329,325,1644,366,350
SMF_Norte_01,2025-09-18 08:45:00,386,377,1952,419,391
SMF_Norte_01,2025-09-18 09:00:00,399,392,2004,455,402
SMF_Norte_01,2025-09-18 09:15:00,432,412,2056,474,436
SMF_Norte_01,2025-09-18 09:30:00,273,264,1479,306,285
SMF_Norte_01,2025-09-18 09:45:00,356,352,1803,393,365
SMF_Norte_01,2025-09-18 10:00:00,251,239,1222,279,264
SMF_Norte_01,2025-09-18 10:15:00,382,374,1914,418,382
SMF_Norte_01,2025-09-18 10:30:00,256,249,1331,291,273
SMF_Norte_01,2025-09-18 10:45:00,352,338,1687,389,355
SMF_Norte_01,2025-09-18 11:00:00,269,261,1375,290,272
SMF_Norte_01,2025-09-18 11:15:00,409,400,1970,452,426
SMF_Norte_01,2025-09-18 11:30:00,209,201,1283,212,206
SMF_Norte_01,2025-09-18 11:45:00,361,342,1521,399,359
SMF_Norte_01,2025-09-18 12:00:00,302,283,1643,339,290
SMF_Norte_01,2025-09-18 12:15:00,276,270,1582,316,280
SMF_Norte_01,2025-09-18 12:30:00,377,365,1822,392,372
SMF_Norte_01,2025-09-18 12:45:00,388,372,1710,443,391
SMF_Norte_01,2025-09-18 13:00:00,420,406,2075,470,421
SMF_Norte_01,2025-09-18 13:15:00,382,356,2049,405,381
SMF_Norte_01,2025-09-18 13:30:00,438,428,2257,478,445
SMF_Norte_01,2025-09-18 13:45:00,368,352,1728,399,381
SMF_Norte_01,2025-09-18 14:00:00,243,231,1328,269,239
SMF_Norte_01,2025-09-18 14:15:00,321,307,1509,353,319
SMF_Norte_01,2025-09-18 14:30:00,354,335,1662,400,352
SMF_Norte_01,2025-09-18 14:45:00,272,267,1228,290,271
SMF_Norte_01,2025-09-18 15:00:00,231,217,1277,237,235
SMF_Norte_01,2025-09-18 15:15:00,327,324,1303,361,337
SMF_Norte_01,2025-09-18 15:30:00,294,283,1490,334,289
SMF_Norte_01,2025-09-18 15:45:00,308,293,1395,342,304
SMF_Norte_01,2025-09-18 16:00:00,179,169,1054,187,170
SMF_Norte_01,2025-09-18 16:15:00,306,298,1645,332,303
SMF_Norte_01,2025-09-18 16:30:00,279,266,1426,315,276
SMF_Norte_01,2025-09-18 16:45:00,178,173,1055,197,177
SMF_Norte_01,2025-09-18 17:00:00,246,242,1261,263,252
SMF_Norte_01,2025-09-18 17:15:00,295,287,1443,313,307
SMF_Norte_01,2025-09-18 17:30:00,253,249,1040,283,261
SMF_Norte_01,2025-09-18 17:45:00,270,260,1370,299,282
SMF_Norte_01,2025-09-18 18:00:00,337,329,1691,364,345
SMF_Norte_01,2025-09-18 18:15:00,226,211,1388,221,221
SMF_Norte_01,2025-09-18 18:30:00,322,314,1770,333,328
SMF_Norte_01,2025-09-18 18:45:00,421,401,2015,461,427
SMF_Norte_01,2025-09-18 19:00:00,410,391,1961,447,412
SMF_Norte_01,2025-09-18 19:15:00,468,452,2409,527,479
SMF_Norte_01,2025-09-18 19:30:00,476,452,2229,509,484
SMF_Norte_01,2025-09-18 19:45:00,437,422,2164,468,439
SMF_Norte_01,2025-09-18 20:00:00,434,428,2179,468,463
SMF_Norte_01,2025-09-18 20:15:00,326,313,1678,342,324
SMF_Norte_01,2025-09-18 20:30:00,311,299,1631,336,301
SMF_Norte_01,2025-09-18 20:45:00,346,336,1798,384,349
SMF_Norte_01,2025-09-18 21:00:00,338,324,1602,380,335
SMF_Norte_01,2025-09-18 21:15:00,384,372,1956,414,390
SMF_Norte_01,2025-09-18 21:30:00,387,378,1768,420,386
SMF_Norte_01,2025-09-18 21:45:00,413,402,1953,478,432
SMF_Norte_01,2025-09-18 22:00:00,110,104,924,111,122
SMF_Norte_01,2025-09-18 22:15:00,211,203,889,245,210
SMF_Norte_01,2025-09-18 22:30:00,232,225,1136,259,241
SMF_Norte_01,2025-09-18 22:45:00,269,255,1223,295,267
SMF_Norte_01,2025-09-18 23:00:00,124,120,810,122,130
SMF_Norte_01,2025-09-18 23:15:00,195,191,901,226,199
SMF_Norte_01,2025-09-18 23:30:00,112,105,643,135,111
SMF_Norte_01,2025-09-18 23:45:00,178,172,1110,206,178
SMF_Norte_01,2025-09-19 00:00:00,237,234,991,268,238
SMF_Norte_01,2025-09-19 00:15:00,133,131,549,146,131
SMF_Norte_01,2025-09-19 00:30:00,116,114,803,135,118
SMF_Norte_01,2025-09-19 00:45:00,215,208,1063,233,213
SMF_Norte_01,2025-09-19 01:00:00,197,189,852,223,189
SMF_Norte_01,2025-09-19 01:15:00,148,141,800,145,153
SMF_Norte_01,2025-09-19 01:30:00,107,102,896,116,112
SMF_Norte_01,2025-09-19 01:45:00,110,109,866,124,109
SMF_Norte_01,2025-09-19 02:00:00,140,139,836,138,154
SMF_Norte_01,2025-09-19 02:15:00,190,185,934,218,184
SMF_Norte_01,2025-09-19 02:30:00,200,190,714,205,209
SMF_Norte_01,2025-09-19 02:45:00,212,204,1008,234,202
SMF_Norte_01,2025-09-19 03:00:00,183,176,807,195,179
SMF_Norte_01,2025-09-19 03:15:00,188,179,876,210,202
SMF_Norte_01,2025-09-19 03:30:00,244,231,1173,275,258
SMF_Norte_01,2025-09-19 03:45:00,110,107,942,125,103
SMF_Norte_01,2025-09-19 04:00:00,205,199,1135,229,207
SMF_Norte_01,2025-09-19 04:15:00,193,185,900,221,186
SMF_Norte_01,2025-09-19 04:30:00,195,189,1194,216,194
SMF_Norte_01,2025-09-19 04:45:00,178,171,924,201,176
SMF_Norte_01,2025-09-19 05:00:00,171,165,908,191,191
SMF_Norte_01,2025-09-19 05:15:00,125,123,803,138,117
SMF_Norte_01,2025-09-19 05:30:00,131,123,761,138,132
SMF_Norte_01,2025-09-19 05:45:00,277,268,1083,303,283
SMF_Norte_01,2025-09-19 06:00:00,202,198,1318,208,222
SMF_Norte_01,2025-09-19 06:15:00,206,202,1262,233,221
SMF_Norte_01,2025-09-19 06:30:00,295,284,1462,326,312
SMF_Norte_01,2025-09-19 06:45:00,317,314,1609,355,333
SMF_Norte_01,2025-09-19 07:00:00,333,322,1489,375,329
SMF_Norte_01,2025-09-19 07:15:00,326,311,1830,371,335
SMF_Norte_01,2025-09-19 07:30:00,248,239,1118,259,245
SMF_Norte_01,2025-09-19 07:45:00,286,278,1475,309,298
SMF_Norte_01,2025-09-19 08:00:00,442,432,2335,470,452
SMF_Norte_01,2025-09-19 08:15:00,338,334,1801,363,346
SMF_Norte_01,2025-09-19 08:30:00,443,429,2149,506,436
SMF_Norte_01,2025-09-19 08:45:00,315,305,1578,351,320
SMF_Norte_01,2025-09-19 09:00:00,441,435,2171,483,462
SMF_Norte_01,2025-09-19 09:15:00,346,332,1733,399,351
SMF_Norte_01,2025-09-19 09:30:00,372,351,1949,392,359
SMF_Norte_01,2025-09-19 09:45:00,297,291,1312,333,304
SMF_Norte_01,2025-09-19 10:00:00,186,180,1056,207,186
SMF_Norte_01,2025-09-19 10:15:00,256,244,1597,274,269
SMF_Norte_01,2025-09-19 10:30:00,301,295,1485,317,302
SMF_Norte_01,2025-09-19 10:45:00,344,331,1565,402,352
SMF_Norte_01,2025-09-19 11:00:00,379,366,1788,416,386
SMF_Norte_01,2025-09-19 11:15:00,266,261,1302,281,285
SMF_Norte_01,2025-09-19 11:30:00,208,198,1173,230,214
SMF_Norte_01,2025-09-19 11:45:00,310,309,1268,341,319
SMF_Norte_01,2025-09-19 12:00:00,312,301,1612,350,317
SMF_Norte_01,2025-09-19 12:15:00,514,503,2556,556,530
SMF_Norte_01,2025-09-19 12:30:00,437,422,2333,488,438
SMF_Norte_01,2025-09-19 12:45:00,368,350,1910,402,368
SMF_Norte_01,2025-09-19 13:00:00,409,384,2015,446,386
SMF_Norte_01,2025-09-19 13:15:00,312,293,1549,335,321
SMF_Norte_01,2025-09-19 13:30:00,357,349,1843,409,377
SMF_Norte_01,2025-09-19 13:45:00,487,479,2379,543,509
SMF_Norte_01,2025-09-19 14:00:00,298,290,1372,331,292
SMF_Norte_01,2025-09-19 14:15:00,255,249,1459,263,266
SMF_Norte_01,2025-09-19 14:30:00,321,304,1667,358,328
SMF_Norte_01,2025-09-19 14:45:00,243,238,1282,281,254
SMF_Norte_01,2025-09-19 15:00:00,283,273,1468,305,282
SMF_Norte_01,2025-09-19 15:15:00,338,330,1603,372,339
SMF_Norte_01,2025-09-19 15:30:00,346,343,1561,367,367
SMF_Norte_01,2025-09-19 15:45:00,217,213,1318,249,216
SMF_Norte_01,2025-09-19 16:00:00,247,240,1409,262,273
SMF_Norte_01,2025-09-19 16:15:00,246,242,1341,305,242
SMF_Norte_01,2025-09-19 16:30:00,234,228,1309,246,244
SMF_Norte_01,2025-09-19 16:45:00,309,296,1596,330,323
SMF_Norte_01,2025-09-19 17:00:00,248,244,1247,266,262
SMF_Norte_01,2025-09-19 17:15:00,202,194,1042,236,209
SMF_Norte_01,2025-09-19 17:30:00,336,319,1781,369,320
SMF_Norte_01,2025-09-19 17:45:00,224,219,1016,242,233
SMF_Norte_01,2025-09-19 18:00:00,384,370,1901,433,385
SMF_Norte_01,2025-09-19 18:15:00,315,319,1617,337,341
SMF_Norte_01,2025-09-19 18:30:00,413,402,2113,457,420
SMF_Norte_01,2025-09-19 18:45:00,331,313,1861,371,328
SMF_Norte_01,2025-09-19 19:00:00,417,396,2012,455,428
SMF_Norte_01,2025-09-19 19:15:00,372,351,1743,431,368
SMF_Norte_01,2025-09-19 19:30:00,412,398,1928,444,417
SMF_Norte_01,2025-09-19 19:45:00,455,447,2336,483,465
SMF_Norte_01,2025-09-19 20:00:00,326,321,1712,364,335
SMF_Norte_01,2025-09-19 20:15:00,383,370,1984,412,389
SMF_Norte_01,2025-09-19 20:30:00,389,390,1800,435,399
SMF_Norte_01,2025-09-19 20:45:00,387,375,2051,406,400
SMF_Norte_01,2025-09-19 21:00:00,413,394,2079,441,423
SMF_Norte_01,2025-09-19 21:15:00,251,237,1355,271,259
