UPF_ID,Timestamp,GTP_N3_Octets_DL,GTP_N3_Octets_UL,GTP_N3_Packets_DL,GTP_N3_Packets_UL,N6_Throughput_DL,N6_Throughput_UL,Packet_Loss_Rate_UL
UPF_Norte_01,2025-09-10 12:45:00,783357653,400912554,403054,219228,5.943510568161329,2.2645177710774083,0.14049142485017463
UPF_Norte_01,2025-09-10 13:00:00,957306662,348169259,544463,277096,8.616831978141299,4.587610721167784,0.07309814603303984
UPF_Norte_01,2025-09-10 13:15:00,873123216,318759673,510880,297365,7.169205771277566,3.2206767225626955,0.007225424816529991
UPF_Norte_01,2025-09-10 13:30:00,847317506,333180623,452462,233189,12.632679512448494,2.92743469263481,0.10825988949085223
UPF_Norte_01,2025-09-10 13:45:00,758369760,390110548,289020,243403,8.982112665945278,4.728665818285246,0.0
UPF_Norte_01,2025-09-10 14:00:00,551982588,270690755,360939,309807,6.404113679994777,2.1475750100385342,0.06065000567576805
UPF_Norte_01,2025-09-10 14:15:00,554696073,206978399,355961,245423,8.550835175745606,3.7966129041346868,0.1578392720647087
UPF_Norte_01,2025-09-10 14:30:00,721981642,270147100,477902,228136,5.769075083707869,4.0003099405680365,0.14186038242162682
UPF_Norte_01,2025-09-10 14:45:00,594083992,272089647,243796,108166,6.736538330993563,1.8205893268433286,0.15947069505006922
UPF_Norte_01,2025-09-10 15:00:00,714047263,255691102,437677,133353,5.0387070222076,4.439920772411152,0.15090645069572484
UPF_Norte_01,2025-09-10 15:15:00,661674292,342942899,431350,247734,3.369533722240578,3.751365887676215,0.025948465579918048
UPF_Norte_01,2025-09-10 15:30:00,528599397,196491364,188940,303915,6.965335455873655,3.844798691432485,0.1828734155852978
UPF_Norte_01,2025-09-10 15:45:00,551303013,397723815,528649,209853,6.508525896112542,2.963579254680456,0.16765570602824717
UPF_Norte_01,2025-09-10 16:00:00,651744252,285818820,464813,223069,3.904266691132836,2.574394193601788,0.028485189521051987
UPF_Norte_01,2025-09-10 16:15:00,883636310,309087734,492391,167519,6.367231402802255,3.718107334934381,0.1512571310903096
UPF_Norte_01,2025-09-10 16:30:00,758323304,236856775,383759,308675,8.43280424926673,4.035017461421005,0.14169376083278024
UPF_Norte_01,2025-09-10 16:45:00,743229538,170023944,386911,205494,9.356205010068184,2.8381536437713124,0.13756988799382264
UPF_Norte_01,2025-09-10 17:00:00,687479293,282922759,545977,132323,6.16532534492603,3.67481425162971,0.16192828847365132
UPF_Norte_01,2025-09-10 17:15:00,628282064,272171515,514749,191841,6.49870569938459,2.9191060334457535,0.08182837082926839
UPF_Norte_01,2025-09-10 17:30:00,858987204,322649786,751906,224164,8.628479769697037,4.3862510930606415,0.16211993242272427
UPF_Norte_01,2025-09-10 17:45:00,733570521,314680812,146598,235438,5.967643228156886,2.3077888177902484,0.1359380801245206
UPF_Norte_01,2025-09-10 18:00:00,1249444646,594319916,1030345,397356,11.342385335876253,7.122631660700318,0.11357304797664194
UPF_Norte_01,2025-09-10 18:15:00,693764717,483904470,496760,323444,6.589013795702833,4.579590493632738,0.11205795607354581
UPF_Norte_01,2025-09-10 18:30:00,869149843,329699111,406730,249487,5.029247483377566,4.185354363704146,0.09170672797524052
UPF_Norte_01,2025-09-10 18:45:00,992493424,487742366,545252,303109,11.509366907392812,6.312027696910816,0.1432582397019487
UPF_Norte_01,2025-09-10 19:00:00,914766043,523397515,741362,366634,12.781918943673634,6.707560916645869,0.05342121183817358
UPF_Norte_01,2025-09-10 19:15:00,758349077,540586718,662876,276086,8.250376644765373,4.953725839537925,0.1900792830360777
UPF_Norte_01,2025-09-10 19:30:00,724841371,486787125,616569,253596,7.4369875823656475,5.003909347828206,0.16727188795331355
UPF_Norte_01,2025-09-10 19:45:00,632834149,238411714,334723,204157,5.1490094083631535,4.20651598048524,0.11064160959843326
UPF_Norte_01,2025-09-10 20:00:00,719876275,490946538,769394,242935,10.710400953527094,4.677620439447257,0.025409261216455065
UPF_Norte_01,2025-09-10 20:15:00,985909600,465113550,717582,433351,10.497045914656061,4.809473142840486,0.1796866270598352
UPF_Norte_01,2025-09-10 20:30:00,693141786,351823185,585245,198715,8.310291441905653,4.3973749419065955,0.05864855077968762
UPF_Norte_01,2025-09-10 20:45:00,1048638775,503068691,724793,461925,11.648675030357403,6.824935302799917,0.21010954961087286
UPF_Norte_01,2025-09-10 21:00:00,805000936,358891757,765534,263275,7.0686757816443775,4.959744143482832,0.1502517888266297
UPF_Norte_01,2025-09-10 21:15:00,728842259,394199840,576961,244604,6.404402867155185,4.350728020570604,0.180094438505559
UPF_Norte_01,2025-09-10 21:30:00,889413519,340448147,630256,280430,7.449902877082465,3.4297720652824726,0.10418751386505508
UPF_Norte_01,2025-09-10 21:45:00,674427562,415071326,480252,297378,7.647277174313212,3.407715774571247,0.028331979525637013
UPF_Norte_01,2025-09-10 22:00:00,160033810,82236684,-35365,60470,1.7835867009437598,0.7641106203199362,0.049933034868330166
UPF_Norte_01,2025-09-10 22:15:00,244073133,140599627,87878,43586,2.4991057381851243,2.478714560996644,0.03370395320816942
UPF_Norte_01,2025-09-10 22:30:00,407434906,251940457,117926,133497,1.504044619822119,2.389311332223429,0.1485287410780647
UPF_Norte_01,2025-09-10 22:45:00,12809521,117567589,300497,121579,4.379866690742918,1.6945264759278886,0.15012706374180085
UPF_Norte_01,2025-09-10 23:00:00,253100520,160772195,130242,40076,3.75028387669245,2.415480670496768,0.18164559735198474
UPF_Norte_01,2025-09-10 23:15:00,220588139,26427774,207682,-51846,4.789518739558183,1.4188947305890411,0.0666532819769863
UPF_Norte_01,2025-09-10 23:30:00,106127023,70130150,211795,90843,3.226402193630784,3.3280041132525935,0.09917330058616687
UPF_Norte_01,2025-09-10 23:45:00,282649970,234528542,154998,111508,3.0311011368014196,2.2661625416473674,0.14687371666105487
UPF_Norte_01,2025-09-11 00:00:00,131539524,199225661,193498,22505,1.048746848594318,1.1544234028858078,0.024883343117496792
UPF_Norte_01,2025-09-11 00:15:00,478263659,215575314,338465,69781,2.329149508506165,2.475652560836161,0.10740649364690001
UPF_Norte_01,2025-09-11 00:30:00,578130389,188553771,-17619,90903,3.319908273245216,0.0,0.06005529917128755
UPF_Norte_01,2025-09-11 00:45:00,426978652,216151777,387302,56987,3.565613860789304,3.350294326550098,0.09462572940407306
UPF_Norte_01,2025-09-11 01:00:00,612993292,263890987,428754,197776,5.916955011289334,4.13176625252653,0.142318010503154
UPF_Norte_01,2025-09-11 01:15:00,134420249,145741481,113491,43541,1.9021698033600756,0.8075459951469683,0.1332628314594233
UPF_Norte_01,2025-09-11 01:30:00,348796657,136975358,104131,-70416,1.2765856092031422,0.0,0.08543009973747837
UPF_Norte_01,2025-09-11 01:45:00,386815759,198737832,292950,80075,2.7815124370799906,1.7361451447092875,0.02203570104463269
UPF_Norte_01,2025-09-11 02:00:00,407326940,195609999,198381,186231,4.042907487028897,0.0,0.0978215294682755
UPF_Norte_01,2025-09-11 02:15:00,475662351,194573650,167173,74226,3.4493980739264747,3.094781431349592,0.10945642110375918
UPF_Norte_01,2025-09-11 02:30:00,124737588,101044258,276471,62450,0.0,0.0765776867869219,0.12768585289092796
UPF_Norte_01,2025-09-11 02:45:00,278668194,284094771,135614,47565,3.430841035515834,1.4858926289187973,0.10804576656393901
UPF_Norte_01,2025-09-11 03:00:00,342772033,202994185,219580,72278,3.451112522167806,0.9784931915141744,0.06316893777336943
UPF_Norte_01,2025-09-11 03:15:00,216781995,157099267,19176,57830,3.9139486222548165,1.5538867645557974,0.11451322230831754
UPF_Norte_01,2025-09-11 03:30:00,62950756,72370851,169889,2417,4.812946871718568,0.0,0.07904652889004185
UPF_Norte_01,2025-09-11 03:45:00,23941168,17384088,10482,52755,0.0,1.5557403213854688,0.2261336275817939
UPF_Norte_01,2025-09-11 04:00:00,227817159,134481705,306575,139484,3.8145871698987643,1.8561115480088193,0.11119960290239767
UPF_Norte_01,2025-09-11 04:15:00,190926839,228987998,327931,81227,1.2671996647582662,2.07966244621659,0.07922660037615427
UPF_Norte_01,2025-09-11 04:30:00,330573908,50641514,82561,118172,2.4528076902142892,1.5462795401798093,0.16151024455843116
UPF_Norte_01,2025-09-11 04:45:00,587631873,207622121,239921,62911,3.288610707929334,1.5746166792355738,0.14343981745508444
UPF_Norte_01,2025-09-11 05:00:00,173039533,-59040753,105628,61646,1.4381015448220464,1.2836670586020595,0.06135691831680559
UPF_Norte_01,2025-09-11 05:15:00,472956783,136047911,8542,65863,3.5557706553616466,0.5622107134446325,0.11346324637990363
UPF_Norte_01,2025-09-11 05:30:00,258621011,25350602,72233,19191,3.6783258802878693,0.5892999839893394,0.10774385915219628
UPF_Norte_01,2025-09-11 05:45:00,295310320,166770536,292597,41421,4.838098947903788,0.6582638472625444,0.11754015262444184
UPF_Norte_01,2025-09-11 06:00:00,528346784,124964951,410129,205190,3.8999543577181353,3.011455589700887,0.07759032203399391
UPF_Norte_01,2025-09-11 06:15:00,873920682,371601722,462158,230743,6.897603853261714,3.113940366162854,0.08571797791835306
UPF_Norte_01,2025-09-11 06:30:00,394488237,328448993,266871,192876,4.658371287916462,3.3626337862480984,0.151915958760056
UPF_Norte_01,2025-09-11 06:45:00,734564956,107419241,249026,19976,4.365871325045831,2.5446240948642744,0.07539115291490044
UPF_Norte_01,2025-09-11 07:00:00,817866538,312148337,296242,113058,5.236362399211017,2.7764479601956387,0.06131489950751527
UPF_Norte_01,2025-09-11 07:15:00,820388153,217034738,312275,212383,7.780048485577938,2.8608670669347176,0.017676015160319733
UPF_Norte_01,2025-09-11 07:30:00,415674415,236153768,338760,146141,4.234793958960081,3.409697255233666,0.1394913490936843
UPF_Norte_01,2025-09-11 07:45:00,564076152,120033203,188474,179449,5.305710194990744,3.0500494990474425,0.01844313072154484
UPF_Norte_01,2025-09-11 08:00:00,1020244082,427309334,675644,320673,9.272624989998972,4.656981016744979,0.08627266699501175
UPF_Norte_01,2025-09-11 08:15:00,874058223,332326831,452767,270802,8.44325104956104,6.916843709087614,0.11676297437522322
UPF_Norte_01,2025-09-11 08:30:00,1050411696,400625358,434655,271054,9.881573943836967,4.57538808240117,0.08368401926796543
UPF_Norte_01,2025-09-11 08:45:00,707821551,409094050,582278,207108,6.391500971626434,3.333377497306123,0.08936196449371218
UPF_Norte_01,2025-09-11 09:00:00,912971170,584574141,713908,333645,11.473974977661584,6.510469225628577,0.1306641767815674
UPF_Norte_01,2025-09-11 09:15:00,878860373,466366126,488942,463330,10.43176223790646,6.228955562470931,0.12212283408626695
UPF_Norte_01,2025-09-11 09:30:00,502907507,182486200,447610,158254,4.8087422904004935,3.201479237600204,0.08811362169523525
UPF_Norte_01,2025-09-11 09:45:00,744330002,278706218,419024,223910,9.787714487125989,4.442974627024798,0.1858875361075959
UPF_Norte_01,2025-09-11 10:00:00,1048064276,359119989,439727,301344,6.105806807304154,4.191146663210354,0.17035728621142698
UPF_Norte_01,2025-09-11 10:15:00,748845997,129380705,539620,255662,5.679958610108261,2.5301573668349198,0.09873449670825546
UPF_Norte_01,2025-09-11 10:30:00,521977716,304422445,489460,101344,6.9237864829002955,3.074877869411754,0.034942110408605495
UPF_Norte_01,2025-09-11 10:45:00,847399722,369007110,657262,326376,9.117776980014545,5.067724798260279,0.06594155854675487
UPF_Norte_01,2025-09-11 11:00:00,446138943,128415945,237956,151582,4.833031651505529,1.0061436465315245,0.10480716695312552
UPF_Norte_01,2025-09-11 11:15:00,696815310,202330134,477020,265422,6.409918882475738,2.9205671713078463,0.1119530294931251
UPF_Norte_01,2025-09-11 11:30:00,384707568,122751732,279557,166661,7.7920764796866155,2.7244707714552856,0.11254248713795863
UPF_Norte_01,2025-09-11 11:45:00,503710585,184995850,351821,87807,2.5600202599598005,2.8730491158721554,0.13513299620146454
UPF_Norte_01,2025-09-11 12:00:00,832185564,441471161,681651,235597,10.788515096442872,3.428889546770564,0.1235421915065355
UPF_Norte_01,2025-09-11 12:15:00,818334881,241776714,588652,202576,7.6917582072696815,2.8676982142390486,0.12524055575413506
UPF_Norte_01,2025-09-11 12:30:00,907669375,504009661,576308,266269,9.541876066991518,5.330474888397611,0.018797507826527088
UPF_Norte_01,2025-09-11 12:45:00,1151681702,439431919,827616,418504,8.447979482666392,6.764481421279069,0.0
UPF_Norte_01,2025-09-11 13:00:00,1094759956,521103074,719759,319514,8.986347748154369,5.953694148264569,0.04862901826079762
UPF_Norte_01,2025-09-11 13:15:00,1017409584,343772798,615943,374223,10.017953593995337,3.539815440596624,0.03076917447933951
UPF_Norte_01,2025-09-11 13:30:00,772623150,338703531,373492,260393,8.212777528846269,5.174383756647525,0.17029330485140087
UPF_Norte_01,2025-09-11 13:45:00,1115856576,671626390,798813,365698,11.154532370554431,5.607338823183591,0.15390635274113815
UPF_Norte_01,2025-09-11 14:00:00,484450826,137653090,280604,96532,6.893232933799846,2.1166252922974507,0.1783751436703317
UPF_Norte_01,2025-09-11 14:15:00,827739282,299653970,675309,217723,9.524583468664643,2.9757514221745165,0.0975901665076568
UPF_Norte_01,2025-09-11 14:30:00,1058147177,322690322,539339,228361,6.098652762151605,4.179304748771069,0.09397923406161153
UPF_Norte_01,2025-09-11 14:45:00,671605765,304250666,573844,266068,6.262486805266418,2.618271443117642,0.07086675755403757
UPF_Norte_01,2025-09-11 15:00:00,842888725,57080376,614016,198226,8.894981488502125,4.565849485294453,0.10625989087466295
UPF_Norte_01,2025-09-11 15:15:00,456222728,259801029,215503,148883,5.101592531672939,2.297719113674763,0.18802715940146483
UPF_Norte_01,2025-09-11 15:30:00,380445180,325251570,93831,159093,3.986423117499401,1.7907385941287886,0.24632501508738258
UPF_Norte_01,2025-09-11 15:45:00,1114777460,318176844,445624,277440,6.516814727754575,4.119137333830803,0.1146650092094598
UPF_Norte_01,2025-09-11 16:00:00,728221225,293723747,531074,223948,6.537903541792636,3.845654664905586,0.1412466726618735
UPF_Norte_01,2025-09-11 16:15:00,657620757,254994032,170013,201703,5.48847609275366,2.354695215525199,0.061081989078307225
UPF_Norte_01,2025-09-11 16:30:00,413938244,237980443,134934,166587,7.522848159833966,1.194954268315921,0.08567748778385381
UPF_Norte_01,2025-09-11 16:45:00,309448476,298049095,455748,122618,5.893553720922961,3.6060063562236837,0.1534022839617088
UPF_Norte_01,2025-09-11 17:00:00,454425764,303386364,416955,201669,3.2743087379236213,2.144955153619017,0.030045647318686114
UPF_Norte_01,2025-09-11 17:15:00,655574714,248324703,294550,291432,6.8884646352795755,3.9865278530324306,0.1593298335610137
UPF_Norte_01,2025-09-11 17:30:00,593600952,250482537,433316,156806,4.526037248186481,3.1504444714492874,0.13044658969261008
UPF_Norte_01,2025-09-11 17:45:00,518643649,298962447,408886,265789,2.857076351980536,3.2226928110700372,0.1391884448680233
UPF_Norte_01,2025-09-11 18:00:00,1293384898,475881525,721647,415812,10.238515815749711,5.12989758145945,0.08326156500900841
UPF_Norte_01,2025-09-11 18:15:00,602238922,340073732,440821,325178,7.883170150590688,3.7403782993475607,0.06953301699391491
UPF_Norte_01,2025-09-11 18:30:00,962644689,543989567,698024,312347,9.360261311507855,5.576695599957344,0.09399084069660751
UPF_Norte_01,2025-09-11 18:45:00,1272130331,431484408,699340,407111,9.845622618070404,5.977521414269436,0.1509499770440255
UPF_Norte_01,2025-09-11 19:00:00,863353540,412892208,633293,231509,6.741488304404024,5.481792043463931,0.08979732274131491
UPF_Norte_01,2025-09-11 19:15:00,734091635,451042424,450360,330508,11.040816443561297,4.709444887738406,0.05842737266472427
UPF_Norte_01,2025-09-11 19:30:00,1145072205,469650548,744084,351159,10.970490642511663,5.968282685034288,0.125267392900538
UPF_Norte_01,2025-09-11 19:45:00,746540210,437230236,647098,221281,8.094268175674104,2.5876265723157985,0.031111387770948948
UPF_Norte_01,2025-09-11 20:00:00,1181375182,444149047,411914,252477,7.8096681469018545,4.098674764581875,0.11897907707374075
UPF_Norte_01,2025-09-11 20:15:00,598461642,350898272,362262,166763,9.641293871949815,3.9022404214966,0.26622850764624434
UPF_Norte_01,2025-09-11 20:30:00,1060851446,503669064,856137,355792,7.499011897935192,5.667985262307468,0.0850179604893308
UPF_Norte_01,2025-09-11 20:45:00,1068168051,215171168,368829,346954,8.129186776844064,3.97312527304361,0.004932817706300399
UPF_Norte_01,2025-09-11 21:00:00,864640219,507140480,459848,241598,9.002107692458775,4.91928839863129,0.12502079778429442
UPF_Norte_01,2025-09-11 21:15:00,898762649,430659014,551667,256306,9.44693507597805,5.337546456237859,0.04751704331397314
UPF_Norte_01,2025-09-11 21:30:00,926165078,388789134,549761,385782,10.027314603751822,3.8001075900644827,0.12031857275392464
UPF_Norte_01,2025-09-11 21:45:00,1159945265,550364488,734273,341554,11.298017341116537,6.415890782507735,0.06526395382713716
UPF_Norte_01,2025-09-11 22:00:00,266621578,68767257,71360,137447,0.26962425346152075,1.262939867112391,0.13674137747902226
UPF_Norte_01,2025-09-11 22:15:00,-217437836,244511127,292202,90775,1.579798810533495,0.7971026286013323,0.08864484794231171
UPF_Norte_01,2025-09-11 22:30:00,379330508,140944512,427748,85941,0.9817165068020168,0.22037629508718481,0.10805942016890863
UPF_Norte_01,2025-09-11 22:45:00,264310345,106310242,95033,143520,3.6378856119031484,0.2647635189280013,0.17965161823075293
UPF_Norte_01,2025-09-11 23:00:00,139665792,191448616,92737,99976,2.0687137401102595,1.4714131227576523,0.08616995072841173
UPF_Norte_01,2025-09-11 23:15:00,125258577,88608590,104317,149709,2.324654689829018,0.5083823131483135,0.11116723323724313
UPF_Norte_01,2025-09-11 23:30:00,100746717,109606360,51440,6303,3.326495600241862,0.34629632908706365,0.15226567715558403
UPF_Norte_01,2025-09-11 23:45:00,411537812,180649255,157474,116251,2.518367706465611,0.0,0.20496006374493342
UPF_Norte_01,2025-09-12 00:00:00,103733966,261582684,370773,38484,4.259781253934238,2.3239582979578586,0.07636300036726616
UPF_Norte_01,2025-09-12 00:15:00,447242206,165046622,377805,102753,2.545237192969765,2.4206451870931294,0.0
UPF_Norte_01,2025-09-12 00:30:00,465552781,269558574,311176,46895,0.8784641623133909,1.7583246522171236,0.10459853225877232
UPF_Norte_01,2025-09-12 00:45:00,385065382,85665585,-13255,112071,1.7134492809304018,0.6035346360484961,0.11196144322312569
UPF_Norte_01,2025-09-12 01:00:00,149829348,192889836,168597,51291,0.0,1.324274780260318,0.06700519741116974
UPF_Norte_01,2025-09-12 01:15:00,386750981,230076295,337812,123775,1.4385087857989576,1.1077765626600753,0.15252696027913762
UPF_Norte_01,2025-09-12 01:30:00,474097077,210829796,305638,129090,6.055485872424096,1.4420737880725025,0.11371404924086292
UPF_Norte_01,2025-09-12 01:45:00,215690351,41350520,-77249,140042,1.5037777390217948,1.8684379677889695,0.21787584242509517
UPF_Norte_01,2025-09-12 02:00:00,505770669,324970142,173853,137737,3.64705539757747,2.539867090140122,0.0872436258435688
UPF_Norte_01,2025-09-12 02:15:00,189156234,161135480,173594,127441,0.0,1.3579920820826725,0.00428437473905692
UPF_Norte_01,2025-09-12 02:30:00,286098040,289098244,230338,266887,5.101791235800066,1.6172036944641714,0.1793716018397409
UPF_Norte_01,2025-09-12 02:45:00,160768718,136454864,212423,133032,4.816367689843517,1.4949776623810938,0.10165714884820051
UPF_Norte_01,2025-09-12 03:00:00,354296983,-25449381,286044,87480,2.3156500930759067,1.8681991467562962,0.127982272759033
UPF_Norte_01,2025-09-12 03:15:00,101150542,89671120,250303,78783,0.6477168090263661,2.0855866333435737,0.0036715929751290344
UPF_Norte_01,2025-09-12 03:30:00,350450303,91739520,132632,-25038,3.2519038786915218,0.39042712584846573,0.02743044552269712
UPF_Norte_01,2025-09-12 03:45:00,441824665,13213054,120015,40325,0.0,1.4289178151763793,0.16850828495511452
UPF_Norte_01,2025-09-12 04:00:00,485807233,57742419,315784,105146,4.376305450053643,1.5520025778996756,0.11949966437275417
UPF_Norte_01,2025-09-12 04:15:00,438325044,181922050,158948,208199,5.375469564816926,2.846001282285462,0.08859229111155954
UPF_Norte_01,2025-09-12 04:30:00,478412101,-5421568,87048,107581,4.536725557205381,2.823052797076665,0.15959779882158642
UPF_Norte_01,2025-09-12 04:45:00,278192124,106187056,322523,53419,4.003285342918051,1.7354309265742944,0.1216824550609176
UPF_Norte_01,2025-09-12 05:00:00,320015215,186810136,115733,-2918,2.4386515499336268,0.6356257214445711,0.12329408485421166
UPF_Norte_01,2025-09-12 05:15:00,312802337,163310067,267855,92494,5.252112360757118,2.1311377207635034,0.06486524058977289
UPF_Norte_01,2025-09-12 05:30:00,390105713,224178790,137842,34477,3.0947410349951636,2.328720436837012,0.1598531416203005
UPF_Norte_01,2025-09-12 05:45:00,543778345,189666356,261924,213299,3.206809776983836,0.8162972698775115,0.021869260000747168
UPF_Norte_01,2025-09-12 06:00:00,844417000,274814189,418549,281201,8.470179797940144,3.678704930726248,0.15344810600526512
UPF_Norte_01,2025-09-12 06:15:00,347903205,124454488,265943,88789,3.519547611846853,2.602583102712909,0.060168749455824296
UPF_Norte_01,2025-09-12 06:30:00,600327837,261498120,261176,123975,6.800484175194885,3.6649224952326973,0.07915479644313275
UPF_Norte_01,2025-09-12 06:45:00,883931409,388473503,629922,318062,6.948221239633941,4.168746964918878,0.06647834893214738
UPF_Norte_01,2025-09-12 07:00:00,461250855,280255915,245828,171623,2.950177184173427,2.9319887236125948,0.08695662549030793
UPF_Norte_01,2025-09-12 07:15:00,600880894,200355413,380407,227833,6.515819172377213,2.7129527821620965,0.014738581985857022
UPF_Norte_01,2025-09-12 07:30:00,645232778,287778396,533189,172597,4.208596990136332,4.179120775273323,0.135159940854172
UPF_Norte_01,2025-09-12 07:45:00,456103604,258125548,393022,202730,3.613367157433033,2.689179078754651,0.06354885896065848
UPF_Norte_01,2025-09-12 08:00:00,868367124,341458162,634430,359001,7.547303442518099,2.767765774588502,0.06330202144541039
UPF_Norte_01,2025-09-12 08:15:00,1014673104,458333947,614571,402611,8.215328483997972,5.3015015834880534,0.12613101885164954
UPF_Norte_01,2025-09-12 08:30:00,946013482,522164673,871005,397492,10.782232193322672,5.377704632854477,0.050769956072503265
UPF_Norte_01,2025-09-12 08:45:00,947329611,535254965,445373,404657,11.07576075170517,4.907809112479856,0.15902412097775137
UPF_Norte_01,2025-09-12 09:00:00,490377408,258638393,506075,273575,5.040351872628886,3.5946726489197345,0.13386828797219724
UPF_Norte_01,2025-09-12 09:15:00,815281901,349169572,525100,189029,11.101369959957047,3.5469639317249078,0.002618179797745576
UPF_Norte_01,2025-09-12 09:30:00,1069197640,478765823,710970,349481,11.4979972956741,5.079032797014557,0.14829621854841019
UPF_Norte_01,2025-09-12 09:45:00,683135985,491775470,576471,297278,9.051567128817029,4.207595842841134,0.17806843950018975
UPF_Norte_01,2025-09-12 10:00:00,618181607,354498149,490285,314079,6.452191297647787,5.03515722125106,0.1945633001720073
UPF_Norte_01,2025-09-12 10:15:00,24483791,135361220,196261,162604,4.17502415510866,2.322949274710064,0.15672406478753417
UPF_Norte_01,2025-09-12 10:30:00,343901325,136867044,425225,49270,4.481306490841925,2.4875397425654997,0.19634677577647452
UPF_Norte_01,2025-09-12 10:45:00,714689409,214276884,531341,217509,7.748536419887254,3.865619533978279,0.1418666293930591
UPF_Norte_01,2025-09-12 11:00:00,544341219,319485857,363959,122767,6.5371013452645945,2.748092585759641,0.1525880827750109
UPF_Norte_01,2025-09-12 11:15:00,1030212592,396610974,512998,225178,10.29192473600233,3.9935109719641946,0.054840275253877496
UPF_Norte_01,2025-09-12 11:30:00,568132537,192204692,401215,332676,6.279202579713675,4.306607327636489,0.041787613720706565
UPF_Norte_01,2025-09-12 11:45:00,893382055,438650916,488971,199293,11.558795515062647,4.1624901324345664,0.1315249711396675
UPF_Norte_01,2025-09-12 12:00:00,837812466,398962183,535402,266056,6.735524206358329,4.395164235246133,0.10872756651142551
UPF_Norte_01,2025-09-12 12:15:00,1135412364,542246521,741543,372400,10.026085405851514,6.9847012577623175,0.08531932497254278
UPF_Norte_01,2025-09-12 12:30:00,979428758,453446511,843742,239100,6.683705512986748,2.977413474000043,0.08737887572442131
UPF_Norte_01,2025-09-12 12:45:00,673754814,427053922,435113,111020,7.792725809085913,4.242183293504537,0.06957693577373299
UPF_Norte_01,2025-09-12 13:00:00,672330696,369554439,564812,262469,8.807401037218458,6.289564147734341,0.12001519057409187
UPF_Norte_01,2025-09-12 13:15:00,894690219,495135719,832070,285598,10.727969215891585,5.035529977162983,0.07212970023755848
UPF_Norte_01,2025-09-12 13:30:00,968906208,343877302,611652,308437,8.59347057297384,5.4654796066081,0.15927713687216263
UPF_Norte_01,2025-09-12 13:45:00,981048170,483659933,689370,319520,10.400086725979774,3.8001190248767953,0.12693727116956027
UPF_Norte_01,2025-09-12 14:00:00,440088971,162201657,266444,302521,3.9001027320156263,3.3234095585193604,0.08406854259410207
UPF_Norte_01,2025-09-12 14:15:00,719914684,246746784,410388,325043,8.30303116982714,2.9665004317672743,0.10183493141565936
UPF_Norte_01,2025-09-12 14:30:00,602365259,361073090,466392,235467,6.879735508296209,1.562629781367109,0.10133269013525767
UPF_Norte_01,2025-09-12 14:45:00,596255114,286313335,672915,180626,5.743024549799838,5.403028742630836,0.13877788266792135
UPF_Norte_01,2025-09-12 15:00:00,738556149,362193641,278210,284874,7.905848192386933,3.994061002262959,0.06463250035345722
UPF_Norte_01,2025-09-12 15:15:00,831067627,207449534,236719,146484,5.974652363725625,3.324503488268824,0.09190286310546589
UPF_Norte_01,2025-09-12 15:30:00,469919920,244743053,437948,308009,8.075082335345073,3.1662153651683242,0.06435825826310865
UPF_Norte_01,2025-09-12 15:45:00,491281717,243766991,345879,198724,3.7091011890931163,1.4639591078613154,0.04447810332316737
UPF_Norte_01,2025-09-12 16:00:00,673853974,213261160,506807,207088,6.071208772617302,2.2493497460133516,0.09064751955471212
UPF_Norte_01,2025-09-12 16:15:00,516065166,136568238,301702,129668,4.302643894637543,2.121169143008461,0.10795019145231442
UPF_Norte_01,2025-09-12 16:30:00,418164077,231159817,493901,125092,5.829813021153828,3.952537278170635,0.12351025793648743
UPF_Norte_01,2025-09-12 16:45:00,488603983,162579600,302340,178347,5.578091869835801,3.21567599935517,0.09198641194577124
UPF_Norte_01,2025-09-12 17:00:00,577224962,307973735,407482,202874,9.48542561872724,3.676500627164688,0.010663630065366664
UPF_Norte_01,2025-09-12 17:15:00,426130009,206363615,97251,115765,7.8285783515479235,1.6737709154390072,0.02953147428986523
UPF_Norte_01,2025-09-12 17:30:00,808401489,221467424,483786,249964,8.217957661461696,2.901082000448628,0.12645788751094716
UPF_Norte_01,2025-09-12 17:45:00,481863127,254017384,447932,211377,7.4325916608540945,4.278622438922583,0.11615933181426318
UPF_Norte_01,2025-09-12 18:00:00,1042794619,460320652,422485,292727,11.220078355156799,5.352240249921578,0.0369590346257012
UPF_Norte_01,2025-09-12 18:15:00,1162276350,467365577,506487,229802,5.973511470822238,4.590235132421237,0.15084320806430251
UPF_Norte_01,2025-09-12 18:30:00,665692193,288113815,509710,223588,5.105394384409266,3.5524891627577473,0.07257334674253453
UPF_Norte_01,2025-09-12 18:45:00,1391494904,557339564,1001146,403159,11.872549941497649,6.36665890478231,0.08343216154665374
UPF_Norte_01,2025-09-12 19:00:00,831271052,407949913,627056,233578,9.834589470315754,4.5752741479103305,0.05423739451691459
UPF_Norte_01,2025-09-12 19:15:00,1060414452,503305141,752964,349004,9.479813054260156,5.625607252324465,0.11832597401700447
UPF_Norte_01,2025-09-12 19:30:00,623258341,308956150,472236,309169,9.123921295297881,3.3424426042571325,0.11159931112336707
UPF_Norte_01,2025-09-12 19:45:00,618075112,404823159,536052,337391,8.67549483475603,4.343906281154195,0.13190190493973286
UPF_Norte_01,2025-09-12 20:00:00,877791270,392058449,641209,308118,7.998919884504671,6.246549649592999,0.14815627402007947
