PGW_ID,Timestamp,SM_ActivePDNSessions,SM_PdnConnEstabAtt,SM_PdnConnEstabSucc,SGi_Volume_DL,SGi_Volume_UL,APN_Data_Volume
PGW_Lisboa_01,2025-09-18 18:00:00,1642,304,296,504957661,283636644,933282717
PGW_Lisboa_01,2025-09-18 18:15:00,1851,310,296,817945144,340106266,1209680824
PGW_Lisboa_01,2025-09-18 18:30:00,2175,353,346,919848802,385500292,1214473680
PGW_Lisboa_01,2025-09-18 18:45:00,2077,414,399,881552942,429831144,1425675219
PGW_Lisboa_01,2025-09-18 19:00:00,1724,388,382,676690902,345793153,692219513
PGW_Lisboa_01,2025-09-18 19:15:00,1826,367,353,665686094,302889044,1072077465
PGW_Lisboa_01,2025-09-18 19:30:00,2284,515,481,689313849,419527001,1213419747
PGW_Lisboa_01,2025-09-18 19:45:00,1972,378,364,636729425,443005756,1114323779
PGW_Lisboa_01,2025-09-18 20:00:00,2334,521,510,1007616970,343555103,908421732
PGW_Lisboa_01,2025-09-18 20:15:00,1884,358,353,811006871,466717357,629035990
PGW_Lisboa_01,2025-09-18 20:30:00,2153,405,388,773834817,319462432,1224903697
PGW_Lisboa_01,2025-09-18 20:45:00,1489,314,310,484279228,218156471,761322695
PGW_Lisboa_01,2025-09-18 21:00:00,2247,457,441,858190316,326002776,1152141390
PGW_Lisboa_01,2025-09-18 21:15:00,2076,373,352,596929891,348129450,1274973679
PGW_Lisboa_01,2025-09-18 21:30:00,1296,274,267,544263118,173320026,554571252
PGW_Lisboa_01,2025-09-18 21:45:00,2080,433,419,743362310,408833343,1086134040
PGW_Lisboa_01,2025-09-18 22:00:00,1130,220,215,165681946,135306993,260693061
PGW_Lisboa_01,2025-09-18 22:15:00,774,133,129,81242080,87006193,262490778
PGW_Lisboa_01,2025-09-18 22:30:00,754,104,99,390188032,151027571,726628009
PGW_Lisboa_01,2025-09-18 22:45:00,880,170,164,144942283,60250527,411031792
PGW_Lisboa_01,2025-09-18 23:00:00,1032,170,166,158649872,193394975,609149989
PGW_Lisboa_01,2025-09-18 23:15:00,1026,175,170,163672837,16064481,428202430
PGW_Lisboa_01,2025-09-18 23:30:00,1281,249,245,296976618,233149632,659162313
PGW_Lisboa_01,2025-09-18 23:45:00,881,191,182,85751492,50557489,637484444
PGW_Lisboa_01,2025-09-19 00:00:00,753,168,163,74694802,175198908,479136823
PGW_Lisboa_01,2025-09-19 00:15:00,926,270,269,203073783,14802531,401039611
PGW_Lisboa_01,2025-09-19 00:30:00,960,221,213,309004906,229994037,483541470
PGW_Lisboa_01,2025-09-19 00:45:00,634,130,125,165875618,193673335,627056192
PGW_Lisboa_01,2025-09-19 01:00:00,1034,183,178,287593277,237153665,393411859
PGW_Lisboa_01,2025-09-19 01:15:00,879,113,111,294691741,236817508,56116503
PGW_Lisboa_01,2025-09-19 01:30:00,704,102,102,374199254,124126286,81615306
PGW_Lisboa_01,2025-09-19 01:45:00,1159,234,231,252308590,138846556,628349643
PGW_Lisboa_01,2025-09-19 02:00:00,862,193,190,154925330,64505368,326600717
PGW_Lisboa_01,2025-09-19 02:15:00,1006,191,184,158719988,161578835,376103420
PGW_Lisboa_01,2025-09-19 02:30:00,962,177,174,265960946,108050383,471656243
PGW_Lisboa_01,2025-09-19 02:45:00,1144,213,211,130204641,95553521,118402397
PGW_Lisboa_01,2025-09-19 03:00:00,757,104,99,244245202,72774741,405379582
PGW_Lisboa_01,2025-09-19 03:15:00,566,120,116,194645972,164955543,375058210
PGW_Lisboa_01,2025-09-19 03:30:00,1370,266,258,439372280,88725667,270914322
PGW_Lisboa_01,2025-09-19 03:45:00,825,174,169,177268652,78197148,263927345
PGW_Lisboa_01,2025-09-19 04:00:00,1061,172,170,107458261,156270709,308579240
PGW_Lisboa_01,2025-09-19 04:15:00,987,189,185,386958356,24466156,280678687
PGW_Lisboa_01,2025-09-19 04:30:00,1040,180,169,178679261,47840416,102840357
PGW_Lisboa_01,2025-09-19 04:45:00,917,131,127,317190880,125472413,557901316
PGW_Lisboa_01,2025-09-19 05:00:00,924,245,237,316923208,177697627,266408714
PGW_Lisboa_01,2025-09-19 05:15:00,959,201,202,192636873,203666273,272592189
PGW_Lisboa_01,2025-09-19 05:30:00,971,203,198,326401798,188462366,482870223
PGW_Lisboa_01,2025-09-19 05:45:00,901,220,213,497300636,100674054,199079042
PGW_Lisboa_01,2025-09-19 06:00:00,1570,315,299,494875745,307697122,1232515242
PGW_Lisboa_01,2025-09-19 06:15:00,1531,328,323,847184909,311585979,1085931435
PGW_Lisboa_01,2025-09-19 06:30:00,1372,259,253,608936058,175019309,1203327476
PGW_Lisboa_01,2025-09-19 06:45:00,1884,380,373,655508956,160310890,693628024
PGW_Lisboa_01,2025-09-19 07:00:00,1458,260,252,472244691,144106905,653857417
PGW_Lisboa_01,2025-09-19 07:15:00,1130,255,244,279060177,123470004,338754484
PGW_Lisboa_01,2025-09-19 07:30:00,1650,389,378,853610744,374017055,936581373
PGW_Lisboa_01,2025-09-19 07:45:00,1266,242,235,407993264,120781508,741278532
PGW_Lisboa_01,2025-09-19 08:00:00,1887,376,367,690366476,380655232,1194697060
PGW_Lisboa_01,2025-09-19 08:15:00,1390,299,288,594114135,173146240,597238811
PGW_Lisboa_01,2025-09-19 08:30:00,1353,256,250,592875458,228151620,642258713
PGW_Lisboa_01,2025-09-19 08:45:00,1770,365,347,563315324,217088605,1191518551
PGW_Lisboa_01,2025-09-19 09:00:00,1552,373,353,551942043,289781905,1530423988
PGW_Lisboa_01,2025-09-19 09:15:00,1675,294,283,500990546,327061667,1063395657
PGW_Lisboa_01,2025-09-19 09:30:00,2538,463,445,1028265682,564553675,1530859042
PGW_Lisboa_01,2025-09-19 09:45:00,2103,406,399,638695855,384189905,1128689481
PGW_Lisboa_01,2025-09-19 10:00:00,1660,441,436,478062288,303904898,1124578750
PGW_Lisboa_01,2025-09-19 10:15:00,1561,353,338,845544321,311313718,771504932
PGW_Lisboa_01,2025-09-19 10:30:00,1250,258,248,567062590,346938866,794670589
PGW_Lisboa_01,2025-09-19 10:45:00,1344,273,266,429979479,222059391,408373481
PGW_Lisboa_01,2025-09-19 11:00:00,1504,306,304,296568984,309225596,528220335
PGW_Lisboa_01,2025-09-19 11:15:00,979,233,223,253278003,38347691,106430194
PGW_Lisboa_01,2025-09-19 11:30:00,1236,195,183,683496510,248100284,725313570
PGW_Lisboa_01,2025-09-19 11:45:00,1394,298,288,546849881,176450932,732344134
PGW_Lisboa_01,2025-09-19 12:00:00,2061,384,376,579887354,331731938,952489652
PGW_Lisboa_01,2025-09-19 12:15:00,1856,411,394,683979980,319118295,1265842076
PGW_Lisboa_01,2025-09-19 12:30:00,1997,420,415,740133926,393459368,1380851660
PGW_Lisboa_01,2025-09-19 12:45:00,1738,363,348,726883785,201724132,1045971058
PGW_Lisboa_01,2025-09-19 13:00:00,1973,393,379,483955532,413896731,1276618493
PGW_Lisboa_01,2025-09-19 13:15:00,1917,426,404,923131745,261611008,1302364063
PGW_Lisboa_01,2025-09-19 13:30:00,1696,374,356,624087807,216735328,1038692218
PGW_Lisboa_01,2025-09-19 13:45:00,1674,352,345,772864618,374367215,1005478194
PGW_Lisboa_01,2025-09-19 14:00:00,1204,216,206,295757535,235913476,493079910
PGW_Lisboa_01,2025-09-19 14:15:00,1318,227,220,454175792,326573749,737525910
PGW_Lisboa_01,2025-09-19 14:30:00,1293,270,264,558914210,120800056,770150965
PGW_Lisboa_01,2025-09-19 14:45:00,1941,414,398,698009102,349982083,1218523461
PGW_Lisboa_01,2025-09-19 15:00:00,1191,252,244,376893037,210094754,302518546
PGW_Lisboa_01,2025-09-19 15:15:00,1117,173,166,415786267,260452401,808544078
PGW_Lisboa_01,2025-09-19 15:30:00,1757,381,370,666157379,224569322,1025165251
PGW_Lisboa_01,2025-09-19 15:45:00,1437,256,249,425245888,292553873,839065542
PGW_Lisboa_01,2025-09-19 16:00:00,919,171,165,536609760,198031636,394078033
PGW_Lisboa_01,2025-09-19 16:15:00,1321,218,206,421331845,212979589,702002927
PGW_Lisboa_01,2025-09-19 16:30:00,1481,255,242,501729767,187481690,593040465
PGW_Lisboa_01,2025-09-19 16:45:00,1134,230,227,177815902,132282883,425233965
PGW_Lisboa_01,2025-09-19 17:00:00,1766,364,362,642827290,219485944,967756008
PGW_Lisboa_01,2025-09-19 17:15:00,1060,202,198,542041165,145749742,739279496
PGW_Lisboa_01,2025-09-19 17:30:00,1506,296,288,424563598,202980283,813023453
PGW_Lisboa_01,2025-09-19 17:45:00,1638,314,309,612137487,269723829,834292900
PGW_Lisboa_01,2025-09-19 18:00:00,1793,403,382,596670569,506094502,1233536046
PGW_Lisboa_01,2025-09-19 18:15:00,1698,376,365,725235657,296796816,916097571
PGW_Lisboa_01,2025-09-19 18:30:00,2215,430,421,887678857,446232439,1161235457
PGW_Lisboa_01,2025-09-19 18:45:00,1495,266,259,545655496,292939575,715256826
PGW_Lisboa_01,2025-09-19 19:00:00,2168,492,481,905634197,406564940,1427680090
PGW_Lisboa_01,2025-09-19 19:15:00,1707,336,334,741191298,464913972,1342092788
PGW_Lisboa_01,2025-09-19 19:30:00,1596,339,331,367700553,224779616,562810937
PGW_Lisboa_01,2025-09-19 19:45:00,1873,388,366,500511077,380472694,831239498
PGW_Lisboa_01,2025-09-19 20:00:00,1651,325,319,660018830,317010143,1270558464
PGW_Lisboa_01,2025-09-19 20:15:00,1768,383,376,727182039,327543225,801041033
PGW_Lisboa_01,2025-09-19 20:30:00,1780,364,348,743072350,299015448,1067596439
PGW_Lisboa_01,2025-09-19 20:45:00,1368,238,232,589968648,403580568,883984701
PGW_Lisboa_01,2025-09-19 21:00:00,2117,412,401,630018116,306257234,1577478243
PGW_Lisboa_01,2025-09-19 21:15:00,1516,295,293,647699195,363769687,617977998
PGW_Lisboa_01,2025-09-19 21:30:00,2215,443,428,938146487,399932323,1196473335
PGW_Lisboa_01,2025-09-19 21:45:00,1877,382,370,790703325,342110933,895543294
PGW_Lisboa_01,2025-09-19 22:00:00,658,137,135,118273089,29291921,253581111
PGW_Lisboa_01,2025-09-19 22:15:00,919,145,140,262188237,188468955,589722853
PGW_Lisboa_01,2025-09-19 22:30:00,967,210,213,116546109,140702213,372776826
PGW_Lisboa_01,2025-09-19 22:45:00,856,120,118,273847255,193254361,533151083
PGW_Lisboa_01,2025-09-19 23:00:00,960,215,205,65002309,151484828,287613943
PGW_Lisboa_01,2025-09-19 23:15:00,769,123,119,275069662,17088280,391405910
PGW_Lisboa_01,2025-09-19 23:30:00,1150,230,226,247961506,110300292,252927346
PGW_Lisboa_01,2025-09-19 23:45:00,793,159,155,269528451,60196028,368479787
PGW_Lisboa_01,2025-09-20 00:00:00,981,219,209,226206522,35859875,674752040
PGW_Lisboa_01,2025-09-20 00:15:00,647,140,135,305236841,9499770,124619982
PGW_Lisboa_01,2025-09-20 00:30:00,993,228,220,183987734,160986296,135274889
PGW_Lisboa_01,2025-09-20 00:45:00,657,71,68,194728705,94915132,187797871
PGW_Lisboa_01,2025-09-20 01:00:00,833,145,140,282846907,190774524,-120153607
PGW_Lisboa_01,2025-09-20 01:15:00,897,223,213,103666376,144022655,54777139
PGW_Lisboa_01,2025-09-20 01:30:00,702,108,105,81582026,18679947,320290928
PGW_Lisboa_01,2025-09-20 01:45:00,589,136,131,181192720,66781064,-14423941
PGW_Lisboa_01,2025-09-20 02:00:00,856,158,154,100548180,51911508,57122209
PGW_Lisboa_01,2025-09-20 02:15:00,776,150,142,162248567,-50619429,343131107
PGW_Lisboa_01,2025-09-20 02:30:00,869,189,186,351251566,202728315,591071237
PGW_Lisboa_01,2025-09-20 02:45:00,701,95,91,224025370,95439565,355553226
PGW_Lisboa_01,2025-09-20 03:00:00,676,137,136,-63679456,149184014,506696825
PGW_Lisboa_01,2025-09-20 03:15:00,964,202,191,207127107,63309739,88348789
PGW_Lisboa_01,2025-09-20 03:30:00,629,93,88,256241832,176665259,100298957
PGW_Lisboa_01,2025-09-20 03:45:00,655,140,139,67630627,71993233,422130870
PGW_Lisboa_01,2025-09-20 04:00:00,750,144,143,167996796,47008919,304108956
PGW_Lisboa_01,2025-09-20 04:15:00,789,136,130,70557887,175782322,69418573
PGW_Lisboa_01,2025-09-20 04:30:00,693,153,149,299058248,182522738,58030274
PGW_Lisboa_01,2025-09-20 04:45:00,1045,200,199,378803962,165228060,284336043
PGW_Lisboa_01,2025-09-20 05:00:00,813,181,174,243006426,181548341,480516555
PGW_Lisboa_01,2025-09-20 05:15:00,993,211,204,410905567,135883025,610044110
PGW_Lisboa_01,2025-09-20 05:30:00,986,213,207,495114879,226771949,485126795
PGW_Lisboa_01,2025-09-20 05:45:00,891,170,163,2952482,88437668,119591590
PGW_Lisboa_01,2025-09-20 06:00:00,1379,320,317,370493197,323003948,549967282
PGW_Lisboa_01,2025-09-20 06:15:00,1183,233,225,393933552,205737371,423532569
PGW_Lisboa_01,2025-09-20 06:30:00,1627,333,328,831722280,313094920,378453378
PGW_Lisboa_01,2025-09-20 06:45:00,1415,250,245,405116566,126181631,640532945
PGW_Lisboa_01,2025-09-20 07:00:00,1671,336,328,625946366,342970204,829782201
PGW_Lisboa_01,2025-09-20 07:15:00,1474,295,277,400424291,280916272,1001389348
PGW_Lisboa_01,2025-09-20 07:30:00,1072,215,204,375808029,179099411,121183157
PGW_Lisboa_01,2025-09-20 07:45:00,997,189,183,197958165,141249798,268571998
PGW_Lisboa_01,2025-09-20 08:00:00,1046,180,177,540691628,152316914,937343203
PGW_Lisboa_01,2025-09-20 08:15:00,1782,347,339,524767416,214018344,814861273
PGW_Lisboa_01,2025-09-20 08:30:00,1577,284,277,558041818,233040635,966012705
PGW_Lisboa_01,2025-09-20 08:45:00,1288,253,243,566560932,143617015,624137506
PGW_Lisboa_01,2025-09-20 09:00:00,1476,299,284,402393775,212434386,621552028
PGW_Lisboa_01,2025-09-20 09:15:00,1785,349,334,779432598,314343608,1153209984
PGW_Lisboa_01,2025-09-20 09:30:00,1725,370,352,483342407,168014312,912857492
PGW_Lisboa_01,2025-09-20 09:45:00,1498,265,258,252870342,246935568,642549210
PGW_Lisboa_01,2025-09-20 10:00:00,1176,175,171,301760941,241619053,745862597
PGW_Lisboa_01,2025-09-20 10:15:00,1140,188,182,239862923,168232602,387403805
PGW_Lisboa_01,2025-09-20 10:30:00,1305,277,271,556385446,201757409,804485657
PGW_Lisboa_01,2025-09-20 10:45:00,1136,236,230,538329776,158452331,797247706
PGW_Lisboa_01,2025-09-20 11:00:00,1139,318,300,426114304,64872453,502423453
PGW_Lisboa_01,2025-09-20 11:15:00,975,159,151,424388843,116620048,741192742
PGW_Lisboa_01,2025-09-20 11:30:00,1167,249,239,345348703,269232118,814895625
PGW_Lisboa_01,2025-09-20 11:45:00,1171,201,193,453947596,182898805,351024350
PGW_Lisboa_01,2025-09-20 12:00:00,1735,327,328,642594355,319756389,854814477
PGW_Lisboa_01,2025-09-20 12:15:00,1600,356,344,702825348,307916593,950913191
PGW_Lisboa_01,2025-09-20 12:30:00,1772,320,313,743214706,340739316,855861683
PGW_Lisboa_01,2025-09-20 12:45:00,1925,381,365,741948793,276146054,656420244
PGW_Lisboa_01,2025-09-20 13:00:00,1555,337,329,676073787,364646917,1093550317
PGW_Lisboa_01,2025-09-20 13:15:00,1587,292,276,537660050,321335968,962264570
PGW_Lisboa_01,2025-09-20 13:30:00,1673,340,319,741352872,253710517,915993557
PGW_Lisboa_01,2025-09-20 13:45:00,2013,405,401,643458052,380785581,818272566
PGW_Lisboa_01,2025-09-20 14:00:00,1515,327,308,480883274,363961308,879091504
PGW_Lisboa_01,2025-09-20 14:15:00,1528,315,303,556863525,284126345,984699000
PGW_Lisboa_01,2025-09-20 14:30:00,965,162,157,213234520,152922411,314535849
PGW_Lisboa_01,2025-09-20 14:45:00,1394,295,285,706249212,229448367,819203737
PGW_Lisboa_01,2025-09-20 15:00:00,1649,299,287,665431736,359148090,508648703
PGW_Lisboa_01,2025-09-20 15:15:00,1160,264,260,167607944,179671460,110023484
PGW_Lisboa_01,2025-09-20 15:30:00,1649,345,339,641164975,308895424,1049773891
PGW_Lisboa_01,2025-09-20 15:45:00,1426,268,256,359082492,180697007,429598066
PGW_Lisboa_01,2025-09-20 16:00:00,1348,230,229,346883226,155649083,659222806
PGW_Lisboa_01,2025-09-20 16:15:00,1220,213,204,412729906,234717714,419347188
PGW_Lisboa_01,2025-09-20 16:30:00,1349,235,222,432765342,230062785,555703519
PGW_Lisboa_01,2025-09-20 16:45:00,994,163,155,195409313,84687659,309474774
PGW_Lisboa_01,2025-09-20 17:00:00,988,222,212,249527473,212608773,510922601
PGW_Lisboa_01,2025-09-20 17:15:00,1264,260,259,333325180,272046589,404577788
PGW_Lisboa_01,2025-09-20 17:30:00,1079,212,206,449600159,182256252,586961166
PGW_Lisboa_01,2025-09-20 17:45:00,1252,294,287,348153766,228481752,489542834
PGW_Lisboa_01,2025-09-20 18:00:00,1456,210,204,404650771,254773463,497094481
PGW_Lisboa_01,2025-09-20 18:15:00,1771,397,378,577877244,323613824,589925643
PGW_Lisboa_01,2025-09-20 18:30:00,1799,379,371,577125178,392901215,825435112
PGW_Lisboa_01,2025-09-20 18:45:00,1695,354,339,772947401,298779790,1023709260
PGW_Lisboa_01,2025-09-20 19:00:00,1208,201,196,349440234,205221025,538779421
PGW_Lisboa_01,2025-09-20 19:15:00,1572,296,274,325383854,205197173,832394617
PGW_Lisboa_01,2025-09-20 19:30:00,1540,318,311,537110564,248941654,957913804
PGW_Lisboa_01,2025-09-20 19:45:00,1751,325,301,619540616,264884585,877703630
PGW_Lisboa_01,2025-09-20 20:00:00,1532,309,299,719858702,283159068,967275639
PGW_Lisboa_01,2025-09-20 20:15:00,1526,241,232,601295258,309350877,686340693
PGW_Lisboa_01,2025-09-20 20:30:00,1639,354,342,668777834,294099737,704164809
PGW_Lisboa_01,2025-09-20 20:45:00,1822,376,363,693732438,345500042,1018604365
PGW_Lisboa_01,2025-09-20 21:00:00,1596,331,327,664078766,372089788,776532052
PGW_Lisboa_01,2025-09-20 21:15:00,1391,359,350,651500911,214611644,908043551
PGW_Lisboa_01,2025-09-20 21:30:00,1465,251,233,412792060,226513642,311480096
PGW_Lisboa_01,2025-09-20 21:45:00,2012,400,395,799043918,361254103,1017630638
PGW_Lisboa_01,2025-09-20 22:00:00,798,160,156,364912654,78543037,327127229
PGW_Lisboa_01,2025-09-20 22:15:00,957,184,178,464580011,76531512,357507212
PGW_Lisboa_01,2025-09-20 22:30:00,761,123,119,287137736,91237937,429058827
PGW_Lisboa_01,2025-09-20 22:45:00,1019,173,164,199767754,230220505,411509960
PGW_Lisboa_01,2025-09-20 23:00:00,868,199,190,257198571,68793543,526974733
PGW_Lisboa_01,2025-09-20 23:15:00,711,155,150,219474358,68713787,354993492
PGW_Lisboa_01,2025-09-20 23:30:00,882,202,190,365803451,96976982,309144145
PGW_Lisboa_01,2025-09-20 23:45:00,830,196,189,-44345774,52952668,366950532
PGW_Lisboa_01,2025-09-21 00:00:00,977,236,229,209583708,76977423,216591653
PGW_Lisboa_01,2025-09-21 00:15:00,517,95,92,227671210,136701728,220565869
PGW_Lisboa_01,2025-09-21 00:30:00,911,210,200,399088102,100639358,605508704
PGW_Lisboa_01,2025-09-21 00:45:00,741,147,142,312692471,180743694,121531429
PGW_Lisboa_01,2025-09-21 01:00:00,929,215,205,163964428,73098122,414125320
PGW_Lisboa_01,2025-09-21 01:15:00,1267,254,242,562944988,180166746,-18724802
PGW_Lisboa_01,2025-09-21 01:30:00,816,121,118,-3225965,91979017,84323229
PGW_Lisboa_01,2025-09-21 01:45:00,946,177,172,-224068433,113590348,494874924
PGW_Lisboa_01,2025-09-21 02:00:00,914,244,234,298713346,195515913,524387977
PGW_Lisboa_01,2025-09-21 02:15:00,714,208,203,90281340,46791691,78285535
PGW_Lisboa_01,2025-09-21 02:30:00,542,72,69,228474088,115331658,28277243
PGW_Lisboa_01,2025-09-21 02:45:00,817,134,129,90886101,99505363,233517612
PGW_Lisboa_01,2025-09-21 03:00:00,447,116,111,203798646,98077794,58909592
PGW_Lisboa_01,2025-09-21 03:15:00,553,48,46,77537777,63612310,321004273
PGW_Lisboa_01,2025-09-21 03:30:00,723,174,171,357642470,43061001,247593439
PGW_Lisboa_01,2025-09-21 03:45:00,877,198,191,185373450,116688455,133343134
PGW_Lisboa_01,2025-09-21 04:00:00,1032,196,189,144730033,76723538,437543811
PGW_Lisboa_01,2025-09-21 04:15:00,818,201,200,204873175,60847858,334896344
PGW_Lisboa_01,2025-09-21 04:30:00,669,157,152,23043232,35199762,148742742
PGW_Lisboa_01,2025-09-21 04:45:00,889,165,158,287351933,131365757,484616691
PGW_Lisboa_01,2025-09-21 05:00:00,831,168,165,167911456,175533982,327811279
PGW_Lisboa_01,2025-09-21 05:15:00,690,147,143,112739151,80265011,205946796
PGW_Lisboa_01,2025-09-21 05:30:00,879,160,151,354011377,143130851,317743299
PGW_Lisboa_01,2025-09-21 05:45:00,944,123,118,339935769,115496082,360979321
PGW_Lisboa_01,2025-09-21 06:00:00,1106,225,219,348968586,159884444,654070059
PGW_Lisboa_01,2025-09-21 06:15:00,1451,313,300,412764191,239996330,706995362
PGW_Lisboa_01,2025-09-21 06:30:00,1296,273,263,614495375,201276523,778055416
PGW_Lisboa_01,2025-09-21 06:45:00,1281,231,222,549150727,214415511,405179008
PGW_Lisboa_01,2025-09-21 07:00:00,731,161,156,136343277,220261356,26494722
PGW_Lisboa_01,2025-09-21 07:15:00,1052,214,211,465250620,121390063,253992892
PGW_Lisboa_01,2025-09-21 07:30:00,1221,213,203,498349131,114618986,721249836
PGW_Lisboa_01,2025-09-21 07:45:00,1254,226,218,471806300,152771008,821013628
PGW_Lisboa_01,2025-09-21 08:00:00,1910,413,395,824562580,344888848,1188817365
PGW_Lisboa_01,2025-09-21 08:15:00,1766,303,289,667955346,440513346,1138910806
PGW_Lisboa_01,2025-09-21 08:30:00,1136,210,202,196578460,238949193,562759263
PGW_Lisboa_01,2025-09-21 08:45:00,1576,305,291,581133780,207846863,860923739
PGW_Lisboa_01,2025-09-21 09:00:00,1510,370,360,542381039,299700573,961328793
PGW_Lisboa_01,2025-09-21 09:15:00,1447,258,250,625631926,305475684,637408173
PGW_Lisboa_01,2025-09-21 09:30:00,1530,337,328,413782775,275482601,527714665
PGW_Lisboa_01,2025-09-21 09:45:00,1551,331,315,401994823,196705224,879853207
PGW_Lisboa_01,2025-09-21 10:00:00,1195,207,202,269025777,89544102,483897942
PGW_Lisboa_01,2025-09-21 10:15:00,1255,259,245,417000213,153099730,606488703
PGW_Lisboa_01,2025-09-21 10:30:00,892,187,181,254082711,177038182,631821418
PGW_Lisboa_01,2025-09-21 10:45:00,1055,163,158,300657656,169081888,683979007
PGW_Lisboa_01,2025-09-21 11:00:00,1094,222,214,358295066,42333308,203817606
PGW_Lisboa_01,2025-09-21 11:15:00,1296,246,235,530905774,161753805,811015804
PGW_Lisboa_01,2025-09-21 11:30:00,1142,217,212,423313499,36235680,388660946
PGW_Lisboa_01,2025-09-21 11:45:00,1175,226,215,335739811,262602844,623693514
PGW_Lisboa_01,2025-09-21 12:00:00,1531,315,309,729806845,384059981,825144190
PGW_Lisboa_01,2025-09-21 12:15:00,1366,280,268,389106413,178064870,613500461
PGW_Lisboa_01,2025-09-21 12:30:00,1643,303,287,523796658,309659944,595247724
PGW_Lisboa_01,2025-09-21 12:45:00,1572,321,311,550446493,232351325,944458671
PGW_Lisboa_01,2025-09-21 13:00:00,1823,374,355,752368204,304035322,1167244935
PGW_Lisboa_01,2025-09-21 13:15:00,1169,195,193,579640482,222520764,749218265
PGW_Lisboa_01,2025-09-21 13:30:00,1818,359,354,862181454,351656878,717993977
PGW_Lisboa_01,2025-09-21 13:45:00,1636,280,276,460584099,272097660,905188553
PGW_Lisboa_01,2025-09-21 14:00:00,1352,276,265,438598942,218310626,561429992
PGW_Lisboa_01,2025-09-21 14:15:00,1120,286,273,457831096,238407489,889653979
PGW_Lisboa_01,2025-09-21 14:30:00,1296,293,274,424410650,82872010,684224539
PGW_Lisboa_01,2025-09-21 14:45:00,1450,278,269,404809734,259370868,906927703
PGW_Lisboa_01,2025-09-21 15:00:00,886,192,187,388414616,90674693,295665815
PGW_Lisboa_01,2025-09-21 15:15:00,997,195,188,291483519,64647702,764520141
PGW_Lisboa_01,2025-09-21 15:30:00,1349,277,264,458890627,169818262,597343336
PGW_Lisboa_01,2025-09-21 15:45:00,1154,213,206,578500022,274659201,819556003
PGW_Lisboa_01,2025-09-21 16:00:00,1319,294,288,317708446,136474085,441419858
PGW_Lisboa_01,2025-09-21 16:15:00,1128,241,237,161028453,136031382,613181788
PGW_Lisboa_01,2025-09-21 16:30:00,1603,303,291,646965999,314517548,792845087
PGW_Lisboa_01,2025-09-21 16:45:00,1125,286,279,330017125,129880339,660134450
PGW_Lisboa_01,2025-09-21 17:00:00,1349,276,271,154926326,249583368,673697260
PGW_Lisboa_01,2025-09-21 17:15:00,892,219,211,178977526,136835540,635974630
PGW_Lisboa_01,2025-09-21 17:30:00,1303,237,234,416024165,248895198,639537641
PGW_Lisboa_01,2025-09-21 17:45:00,1109,208,200,414091500,204398260,489979471
PGW_Lisboa_01,2025-09-21 18:00:00,1996,450,439,635371952,346051260,1047644142
PGW_Lisboa_01,2025-09-21 18:15:00,1325,287,281,500117105,358311772,775685890
PGW_Lisboa_01,2025-09-21 18:30:00,1942,401,385,754964311,334776942,1196926968
PGW_Lisboa_01,2025-09-21 18:45:00,1790,349,332,736982242,303364470,769242337
PGW_Lisboa_01,2025-09-21 19:00:00,1695,284,276,691831859,358369239,1082204621
PGW_Lisboa_01,2025-09-21 19:15:00,1712,309,302,581382009,313508624,992131236
PGW_Lisboa_01,2025-09-21 19:30:00,1457,252,248,716407579,179691462,1225722361
PGW_Lisboa_01,2025-09-21 19:45:00,1927,407,396,565651182,330690161,1062029886
PGW_Lisboa_01,2025-09-21 20:00:00,1466,282,274,550338527,285624000,629355139
PGW_Lisboa_01,2025-09-21 20:15:00,2052,378,375,809338987,428748469,978853827
PGW_Lisboa_01,2025-09-21 20:30:00,1996,353,338,767627692,250007884,1284682630
PGW_Lisboa_01,2025-09-21 20:45:00,1991,406,392,970111679,354346588,1450681633
PGW_Lisboa_01,2025-09-21 21:00:00,1359,269,262,423940208,326792645,671736321
PGW_Lisboa_01,2025-09-21 21:15:00,1598,332,329,519248851,292388234,1132652852
PGW_Lisboa_01,2025-09-21 21:30:00,1592,310,293,735013758,461086895,1052941256
PGW_Lisboa_01,2025-09-21 21:45:00,1902,359,356,1057920217,373600890,624396695
PGW_Lisboa_01,2025-09-21 22:00:00,713,172,169,269561640,154351419,301782136
PGW_Lisboa_01,2025-09-21 22:15:00,955,169,163,109104424,209840322,310030619
PGW_Lisboa_01,2025-09-21 22:30:00,801,121,114,248755463,37414445,454518291
PGW_Lisboa_01,2025-09-21 22:45:00,832,177,172,362399071,120030235,131292733
PGW_Lisboa_01,2025-09-21 23:00:00,777,196,188,154102802,36615783,26771644
PGW_Lisboa_01,2025-09-21 23:15:00,459,66,64,243538327,3171098,199151191
PGW_Lisboa_01,2025-09-21 23:30:00,849,177,173,312733306,132831273,350059704
PGW_Lisboa_01,2025-09-21 23:45:00,818,176,174,153357057,147892977,108662046
PGW_Lisboa_01,2025-09-22 00:00:00,865,196,191,389195686,62804343,57186055
PGW_Lisboa_01,2025-09-22 00:15:00,1131,217,211,476453422,197539144,727940201
PGW_Lisboa_01,2025-09-22 00:30:00,1096,217,205,418783254,104639360,190715785
PGW_Lisboa_01,2025-09-22 00:45:00,1231,244,239,347347927,87209011,388780077
